Resp	V1	V2	A1	A2
1	3	17	4	17
0	5	5	16	17
0	18	5	11	13
0	4	16	12	6
1	10	2	3	15
1	15	11	9	18
0	4	1	19	4
1	4	10	2	6
0	18	9	18	3
0	18	8	6	7
1	9	1	1	7
0	10	10	4	2
0	9	5	11	8
1	3	12	18	11
1	15	3	5	16
0	18	9	14	4
0	3	11	15	8
0	8	9	19	8
1	12	17	19	11
0	16	2	17	5
1	8	8	12	10
0	14	7	3	9
1	7	16	12	12
0	16	14	17	2
0	1	12	19	1
1	5	3	4	18
0	14	5	5	16
0	10	3	15	11
1	15	18	9	2
0	8	8	18	8
1	15	5	2	19
1	12	17	6	11
0	8	4	14	17
1	13	12	2	16
0	8	8	17	6
0	13	9	13	1
1	5	10	7	8
0	14	8	17	3
0	18	7	9	17
0	16	10	2	13
0	1	12	16	6
1	15	11	9	16
1	6	13	8	4
1	6	12	4	19
1	8	14	1	9
1	1	8	4	13
0	10	11	15	3
1	3	5	19	19
0	15	1	4	4
0	14	1	13	16
1	6	12	4	4
1	7	17	1	1
1	10	12	19	12
0	3	13	17	7
1	3	10	13	19
1	2	7	10	17
1	1	16	8	6
1	2	13	1	15
0	11	16	14	7
1	3	12	4	5
1	4	13	3	6
1	7	12	4	12
0	17	8	14	10
0	10	8	19	6
0	5	3	13	11
0	7	5	6	8
1	13	8	5	19
0	5	5	8	9
0	8	17	16	1
1	13	14	14	13
1	16	16	12	14
1	2	16	9	13
0	17	5	1	2
1	7	17	16	4
0	17	6	13	3
1	5	1	6	16
0	16	1	8	5
1	2	18	15	11
0	11	3	15	15
1	7	16	10	5
1	6	5	3	17
0	7	2	15	11
0	16	3	1	6
0	16	5	7	16
0	4	6	7	2
1	1	3	8	13
1	10	18	11	14
1	6	15	14	12
0	13	3	13	13
1	4	13	13	10
0	12	9	6	8
1	13	2	5	11
0	3	3	9	7
1	8	4	11	18
1	4	17	18	1
1	1	12	11	13
0	13	3	13	11
1	12	14	17	15
0	1	6	19	18
0	16	1	13	18
