Resp	V1	V2	A1	A2
1	7	6	17	6
1	15	13	17	4
1	18	6	11	5
0	3	10	12	9
1	11	4	17	4
0	10	13	9	4
0	11	16	1	16
1	13	13	16	13
1	5	8	16	2
0	4	18	4	7
1	14	6	16	10
1	18	4	7	7
0	13	12	1	15
0	11	14	18	17
0	4	9	17	4
0	1	9	17	2
1	17	2	12	18
0	1	15	11	14
1	16	9	9	11
1	9	5	17	7
1	17	15	1	18
1	9	4	18	13
1	10	3	18	11
0	5	6	7	15
0	10	13	10	7
0	3	15	18	18
0	18	16	5	6
0	15	18	9	18
1	4	6	17	5
0	12	13	15	10
0	7	10	6	1
0	17	17	4	12
1	18	12	11	4
1	17	4	16	8
0	14	16	11	16
0	5	18	12	2
1	15	13	8	14
1	17	10	15	3
1	18	15	8	14
1	7	4	13	14
0	13	18	2	4
1	13	2	11	19
1	4	8	2	7
1	14	9	2	13
1	3	4	16	4
1	6	8	17	11
0	9	13	11	8
0	16	11	13	7
0	1	17	2	2
0	8	10	13	16
0	5	3	7	8
1	10	3	6	3
1	18	17	17	4
1	6	3	9	7
0	1	17	8	9
1	4	4	7	17
1	9	2	10	4
0	8	1	3	9
0	4	9	16	10
1	18	4	18	12
1	7	3	4	15
0	9	7	1	9
1	16	3	10	12
0	3	6	6	14
1	18	8	12	15
0	7	18	7	7
0	8	11	13	16
1	9	6	15	14
0	14	17	19	1
1	9	10	17	2
0	6	18	17	18
0	8	9	8	11
1	18	3	7	12
0	2	10	19	4
0	7	11	11	11
1	13	10	15	9
1	18	10	2	9
1	13	4	1	18
1	15	12	17	5
0	10	18	17	2
1	18	16	1	5
1	11	9	16	4
1	17	3	6	2
0	11	3	11	19
0	1	15	19	19
0	1	12	16	1
1	13	15	6	9
0	3	9	16	1
1	9	2	17	13
0	9	12	5	8
1	2	2	10	5
0	8	18	19	16
0	16	18	1	15
1	3	2	17	5
1	16	4	12	2
1	5	4	4	12
1	16	6	13	15
1	10	10	10	4
1	3	8	8	7
0	5	12	18	9
0	13	15	8	17
1	1	1	5	3
0	6	9	14	19
0	5	17	14	19
0	9	13	4	1
1	11	3	8	7
1	15	15	4	5
1	13	5	14	13
0	2	17	6	16
0	11	15	9	1
1	17	18	12	10
1	3	3	12	17
1	13	9	17	12
1	12	2	11	8
0	11	18	18	18
1	6	2	3	6
0	2	15	11	2
1	18	2	10	6
1	16	5	7	6
1	7	1	8	2
1	17	10	18	3
1	12	12	1	12
0	10	10	8	4
0	4	10	5	8
0	2	12	17	13
0	5	10	8	5
0	12	11	11	14
0	7	14	8	13
1	4	10	7	3
0	11	11	3	2
0	3	12	7	9
0	17	14	12	11
0	3	13	3	5
0	7	7	5	7
0	2	14	18	7
1	17	7	1	2
0	8	13	12	13
0	8	1	12	19
0	7	1	16	16
1	16	7	16	17
0	7	17	14	14
1	11	12	1	8
0	8	17	14	15
0	15	16	2	18
0	9	15	13	17
1	16	2	14	16
1	17	18	7	9
1	14	11	3	5
0	1	11	7	2
1	17	13	6	8
0	3	14	11	7
0	13	18	1	9
1	15	11	14	15
0	3	12	19	5
1	17	11	5	7
0	18	14	13	8
1	11	3	4	4
0	2	9	10	7
1	18	14	14	11
0	9	12	8	13
0	6	17	8	14
0	2	14	19	5
0	15	12	1	19
1	16	8	3	2
0	12	15	9	14
1	13	7	3	2
0	8	13	10	16
0	9	12	16	19
0	8	13	17	8
0	1	8	10	6
0	6	5	18	9
0	16	18	16	18
0	12	13	11	19
1	3	1	14	4
0	7	8	19	17
1	8	2	6	16
0	1	9	3	14
1	18	10	10	2
0	1	17	5	4
0	7	18	11	7
1	8	6	19	13
0	4	12	12	7
0	9	10	18	2
1	13	12	19	1
1	7	5	9	4
0	8	6	2	15
0	8	3	10	14
1	14	4	7	17
0	8	12	9	14
0	1	17	1	3
1	18	5	4	3
0	9	12	12	15
1	8	5	18	1
0	1	8	18	18
1	8	1	8	5
1	15	13	5	7
0	10	13	12	2
1	7	1	13	10
0	6	10	16	18
1	14	5	10	3
0	1	17	3	15
1	2	1	7	4
0	2	9	10	9
0	7	13	16	4
0	4	7	2	17
1	17	6	2	15
0	6	17	12	7
1	13	15	19	13
1	14	7	4	3
0	6	11	6	4
0	10	11	15	6
1	13	4	5	16
1	12	6	3	13
0	5	3	11	16
0	1	9	14	11
0	2	10	13	5
1	5	4	4	11
0	6	18	12	2
1	18	9	16	10
1	15	11	5	14
1	2	1	14	16
0	11	18	15	13
1	10	13	10	9
1	4	9	18	4
0	1	17	8	17
1	11	7	4	7
0	14	17	4	5
1	7	5	3	14
1	15	12	15	1
1	1	4	6	11
1	4	4	14	10
0	8	12	19	1
1	2	3	14	4
1	11	9	12	12
1	17	8	10	6
0	3	9	6	14
1	6	1	16	9
0	1	14	4	7
0	4	15	18	6
0	4	9	9	6
1	1	9	9	1
1	13	6	19	19
1	14	14	4	13
0	5	12	6	17
1	9	2	6	14
1	12	9	6	6
0	11	13	2	4
0	1	15	12	14
0	6	11	13	18
1	6	2	18	4
0	10	12	17	8
1	11	4	3	5
0	7	11	2	3
1	2	4	15	1
0	10	6	8	19
1	6	3	13	3
1	17	1	8	16
1	14	4	7	18
0	8	18	7	19
1	16	2	8	10
0	7	7	7	1
0	6	9	2	4
1	18	15	16	14
1	8	8	7	16
0	3	10	11	19
1	1	3	17	18
0	2	17	11	12
0	15	17	9	2
1	12	9	15	17
1	12	5	13	4
1	14	2	14	16
1	14	4	7	14
1	17	10	2	11
1	7	3	10	16
0	3	11	13	7
0	8	5	2	18
0	3	18	12	9
0	1	4	2	7
1	11	3	9	12
1	13	4	4	10
0	2	15	1	12
0	7	10	7	17
1	15	3	12	4
0	6	9	8	3
1	17	10	12	15
0	5	13	9	6
1	9	1	18	16
1	8	5	12	4
1	6	7	10	6
0	14	11	3	19
0	8	18	4	13
0	3	17	3	12
0	12	14	11	12
0	5	15	2	13
0	12	16	17	15
1	1	6	15	12
0	5	5	14	7
0	2	9	16	9
1	13	15	14	13
0	12	17	14	12
