Resp	V1	V2	A1	A2
1	17	18	14	11
0	14	10	4	18
1	12	10	4	2
1	17	17	19	18
0	2	3	16	14
1	8	13	7	2
1	14	10	14	7
1	11	6	10	3
0	10	3	5	18
1	11	4	1	2
0	13	9	3	11
0	5	9	6	14
0	5	3	5	11
1	7	6	19	10
1	17	10	19	7
0	17	14	6	11
0	4	5	10	17
1	18	8	16	15
0	9	2	6	16
0	11	1	18	12
1	2	14	19	5
0	1	16	15	11
1	18	2	15	18
1	18	16	5	1
1	14	3	7	18
0	16	3	13	13
0	13	13	7	2
1	16	3	16	10
0	4	8	2	14
0	13	1	12	17
1	12	3	15	3
0	3	7	1	18
1	18	16	7	15
1	10	14	2	2
1	18	2	11	5
1	6	2	18	6
1	11	3	5	5
0	8	17	6	15
1	17	10	17	10
0	3	13	10	9
0	10	16	14	10
0	4	6	4	6
0	10	15	12	18
1	16	12	19	3
1	16	8	18	5
1	11	11	17	1
0	9	16	16	17
1	10	13	2	7
1	13	4	16	7
0	15	18	10	9
1	18	10	7	8
1	5	6	8	7
0	12	17	9	8
1	7	13	18	11
0	5	15	2	1
0	16	10	6	8
1	2	12	17	3
0	10	7	9	5
1	5	10	17	8
0	12	6	11	17
1	2	15	18	11
1	10	8	9	4
1	16	15	6	7
0	11	11	10	14
0	3	5	16	4
1	3	6	11	3
0	6	1	14	18
1	10	9	12	2
0	2	2	14	17
0	8	9	10	17
0	8	9	12	16
0	2	18	6	13
0	5	17	12	5
1	8	13	15	2
1	18	5	12	7
1	12	14	9	2
1	5	15	15	5
1	13	1	18	1
0	2	17	9	17
1	1	7	18	2
0	10	8	18	18
0	15	2	1	15
0	5	17	5	8
1	3	1	16	2
0	11	5	10	5
1	17	2	15	1
1	8	13	19	2
0	1	10	13	6
1	11	12	14	3
1	4	1	11	16
1	13	13	15	11
1	16	11	12	17
0	13	17	1	3
0	8	6	9	18
0	2	13	14	19
0	9	3	1	11
0	2	18	11	15
0	10	13	6	8
0	7	18	6	9
0	12	3	13	15
0	1	7	3	7
1	10	14	6	18
1	1	5	16	1
0	7	12	17	18
1	17	16	19	14
0	16	15	7	11
0	1	16	12	5
0	9	2	13	19
0	6	8	2	17
0	6	3	16	13
0	6	12	10	7
0	4	1	8	14
1	18	12	18	15
0	5	17	4	4
0	3	15	15	18
0	7	6	15	12
1	11	4	19	14
0	3	1	11	13
0	5	9	6	10
1	13	4	7	8
0	11	15	11	8
0	8	1	3	15
0	16	3	14	16
0	17	11	17	14
1	15	15	17	4
1	18	13	4	8
1	18	6	13	12
1	3	7	4	4
0	11	1	4	13
0	16	2	13	12
1	11	3	6	10
1	18	4	12	11
0	1	16	11	12
0	12	17	6	8
0	9	4	5	16
0	10	5	9	13
1	16	14	10	10
0	4	15	5	4
1	18	3	19	2
0	11	17	12	13
1	13	10	14	10
1	4	17	14	7
0	8	16	9	19
1	4	3	10	6
0	5	13	14	17
0	11	3	19	16
0	15	18	12	13
0	18	15	7	13
1	13	12	8	2
0	13	7	12	9
1	14	4	10	9
1	10	10	10	1
0	3	6	7	11
1	10	7	15	3
0	10	3	4	5
1	9	8	1	14
1	16	3	18	13
0	16	15	2	13
1	10	13	7	2
1	5	11	15	8
0	18	6	2	14
1	7	12	14	2
1	17	10	19	19
1	4	9	8	13
0	9	9	12	10
1	12	14	18	9
1	16	8	9	8
1	10	2	10	1
0	16	2	11	18
1	4	7	7	11
0	10	12	11	1
1	3	16	11	10
1	17	11	1	1
0	16	2	6	19
1	3	14	5	4
0	7	3	11	4
0	8	4	2	13
1	12	2	19	10
0	17	18	7	2
1	14	11	1	6
1	5	6	10	6
1	9	8	8	6
1	16	2	4	10
0	4	14	7	10
1	15	11	8	1
0	13	18	13	10
0	8	11	10	12
1	16	18	14	2
1	2	4	12	13
1	7	11	18	11
0	5	15	4	17
0	7	4	8	19
1	12	11	17	6
0	6	6	5	12
0	18	7	6	5
1	8	4	7	8
0	3	18	19	16
0	8	3	1	19
0	18	1	11	15
1	12	11	7	5
0	2	8	12	14
0	5	12	16	8
1	7	14	13	14
0	8	10	3	1
1	5	1	14	6
0	7	18	11	15
1	17	8	14	10
1	14	18	19	3
0	9	4	4	14
1	12	1	10	9
1	5	17	14	4
0	17	12	1	10
1	11	5	15	1
0	7	2	11	16
1	2	5	1	9
1	2	2	15	3
0	2	1	2	19
1	7	5	14	11
0	9	17	6	7
0	2	5	9	10
0	13	9	16	14
1	11	12	11	14
1	15	9	17	4
1	18	2	8	1
1	14	10	14	6
0	1	12	2	6
1	13	16	17	2
0	11	10	1	9
0	2	5	8	10
1	2	2	1	6
1	5	10	17	11
0	10	16	8	13
0	16	9	4	14
0	17	2	12	1
