Resp	V1	V2	A1	A2
1	7	1	15	7
1	8	4	9	16
0	3	12	19	16
1	15	7	1	16
0	9	16	8	19
1	12	9	1	2
0	4	9	17	19
1	18	6	6	9
1	12	9	17	5
0	4	6	7	16
0	1	12	7	4
0	1	13	3	12
1	18	17	14	1
0	6	17	6	15
0	4	8	5	1
1	8	2	5	10
0	9	10	2	8
0	5	6	8	19
1	14	6	2	2
1	2	1	5	10
0	5	8	10	1
0	5	13	18	16
1	3	8	13	8
0	7	13	8	18
1	4	1	8	5
0	14	17	18	18
0	14	13	14	17
1	12	2	14	1
0	10	12	6	4
1	10	10	9	19
0	2	17	7	8
1	8	1	2	16
1	11	9	2	16
0	11	18	3	12
0	10	10	6	11
1	8	7	17	1
0	7	15	9	10
0	7	6	11	18
1	18	1	18	7
0	4	12	10	11
0	4	14	19	18
1	7	5	7	12
1	14	1	10	10
0	6	13	10	18
0	8	16	2	6
0	9	18	10	7
0	6	13	8	11
0	15	16	4	19
0	12	11	1	16
1	16	11	14	15
0	3	12	8	3
0	8	9	5	7
1	2	6	19	1
0	14	17	5	8
1	8	1	9	11
1	6	3	10	2
1	13	3	8	4
0	4	4	16	10
1	2	5	8	2
0	10	15	5	4
1	14	9	18	2
0	5	9	3	9
0	15	15	16	5
1	13	3	4	3
0	3	18	5	19
0	10	10	14	8
1	15	12	16	10
0	1	15	5	15
1	16	5	19	10
0	15	16	12	12
1	15	1	5	11
1	10	5	19	13
0	1	7	2	14
1	5	5	14	13
0	9	9	6	16
0	1	17	17	9
0	3	10	9	5
1	12	7	4	5
0	14	11	7	19
0	12	15	16	15
0	10	15	18	10
0	5	9	6	9
1	18	10	17	19
0	17	16	3	14
1	6	4	10	13
0	17	16	13	12
0	11	12	2	6
0	11	14	4	11
0	3	11	16	6
0	10	9	2	19
0	11	18	11	1
0	6	8	11	17
0	2	8	2	7
1	18	4	18	19
1	15	2	16	15
1	12	7	2	12
0	16	16	16	4
1	12	14	19	14
1	8	5	17	9
1	4	3	19	14
0	4	12	9	1
0	12	5	4	18
0	9	12	18	10
1	9	6	14	3
0	10	9	9	15
0	7	15	5	5
0	3	13	2	19
1	13	9	8	11
0	12	14	16	4
1	9	4	11	14
0	7	13	19	3
1	17	1	13	5
1	15	7	6	2
1	8	4	12	4
0	12	12	11	2
1	14	1	10	7
0	18	9	12	19
1	17	10	8	15
0	3	13	8	6
0	12	17	1	3
1	11	8	10	12
0	18	17	8	3
1	1	5	18	2
1	10	4	13	16
0	8	10	16	15
0	9	10	7	6
0	1	2	8	6
0	6	11	10	12
0	3	2	9	9
1	15	3	16	5
1	18	12	3	7
0	14	14	13	18
1	15	10	4	12
0	15	16	13	18
0	15	18	15	15
0	9	17	2	14
1	1	1	2	5
0	9	9	19	14
0	7	17	13	1
0	15	18	11	7
1	7	7	9	3
0	9	14	16	13
1	3	1	6	14
1	13	5	12	15
1	12	8	1	1
1	17	12	13	2
1	1	10	3	2
1	16	3	1	18
0	6	8	11	15
0	4	2	10	5
0	2	15	16	5
1	4	9	5	3
0	8	14	18	5
1	1	2	5	17
1	18	8	8	14
0	17	14	6	16
0	7	13	10	13
0	10	12	8	15
0	6	13	19	16
0	1	12	7	14
0	4	1	3	8
0	6	14	10	3
1	18	12	8	2
0	9	5	15	12
1	16	4	12	19
0	7	15	4	1
0	10	5	1	14
0	2	5	16	2
1	12	12	14	3
0	2	13	16	2
0	11	10	14	18
1	15	7	15	10
1	17	12	17	2
1	10	2	3	18
1	17	12	4	6
1	15	12	6	2
0	2	4	7	12
1	12	5	15	12
0	9	10	10	17
0	13	14	10	10
1	17	3	15	10
1	14	10	3	11
1	17	13	19	5
1	16	15	8	9
0	13	18	8	1
1	7	7	14	6
1	5	4	4	2
0	12	16	4	1
1	16	11	16	15
1	13	1	15	11
1	15	7	4	16
1	12	4	3	5
0	2	12	15	18
0	4	13	6	2
0	11	9	16	17
0	2	10	18	12
0	1	8	2	12
0	17	13	19	18
0	2	5	13	14
1	13	3	6	7
0	6	16	8	9
0	4	6	18	16
0	7	17	15	5
1	16	10	1	15
1	4	4	1	5
0	9	6	16	5
0	18	15	10	12
1	15	12	18	16
0	11	1	1	4
0	3	18	18	1
1	15	6	6	2
0	5	17	16	15
0	6	14	18	12
1	14	2	11	14
0	5	5	2	14
0	9	3	6	10
0	7	14	11	13
0	18	15	7	7
1	18	15	12	7
1	11	7	19	2
1	17	7	2	13
1	14	8	19	18
1	15	4	11	12
1	13	2	11	8
1	18	14	5	6
1	8	1	6	5
1	16	2	13	7
1	13	3	19	4
0	2	2	2	6
1	3	3	19	8
1	13	1	10	2
1	16	1	16	11
1	11	1	13	13
0	8	18	8	14
1	8	8	9	3
0	6	10	2	14
0	8	15	18	8
0	2	6	11	11
1	7	8	14	5
0	14	15	14	8
0	9	12	19	14
1	11	10	12	4
1	11	8	13	11
1	15	3	2	2
1	17	4	3	1
1	12	1	16	8
