Resp	V1	V2	A1	A2
1	8	13	10	13
1	9	16	4	3
0	18	17	11	14
1	3	5	11	11
0	7	3	6	1
0	11	8	18	16
0	17	10	4	7
1	17	17	7	19
0	17	5	17	4
0	17	1	14	3
0	8	7	19	14
0	3	5	1	3
1	6	10	8	19
0	3	1	11	6
0	14	10	12	9
0	10	4	2	12
1	4	16	3	5
1	4	10	8	15
0	13	13	16	8
0	12	6	16	9
0	6	7	18	9
0	15	9	9	14
1	14	16	11	19
1	4	17	3	2
0	17	5	19	7
1	5	18	15	6
1	2	16	1	6
1	8	17	9	15
0	13	12	17	7
0	12	7	10	17
1	2	6	8	2
0	9	2	8	11
1	5	13	8	12
0	17	11	10	13
0	11	1	6	3
0	3	4	19	8
1	12	13	16	1
0	7	1	8	2
0	6	1	17	17
0	4	7	11	1
0	17	8	16	17
1	3	7	19	1
0	9	1	5	10
1	8	16	18	18
0	5	7	9	19
1	8	11	19	9
0	3	3	14	12
1	7	11	16	7
1	12	13	4	2
0	15	1	13	4
1	7	13	17	9
0	4	3	5	16
1	6	11	18	10
0	18	3	2	18
1	4	16	15	9
1	14	17	15	4
1	6	15	7	6
0	15	8	12	1
0	18	13	5	13
0	7	5	8	17
1	11	18	16	11
1	4	11	1	6
1	9	12	16	6
0	7	8	9	14
0	12	8	8	12
1	5	14	1	15
0	16	13	14	15
1	12	18	18	14
0	17	9	14	6
0	11	10	16	5
0	9	8	13	14
0	11	5	1	3
0	13	8	7	17
1	4	15	5	18
1	11	14	4	14
0	17	10	19	13
1	10	17	1	19
1	4	15	11	17
1	11	16	18	16
0	12	8	15	12
1	1	13	4	2
1	7	10	19	11
0	11	7	14	13
0	18	3	10	6
1	6	13	12	14
1	14	17	17	1
0	5	7	9	1
0	13	12	7	12
1	8	11	14	1
0	17	8	16	14
0	18	6	4	18
0	12	11	6	6
1	2	12	19	6
0	14	6	7	3
0	12	11	15	4
0	7	3	19	10
1	5	8	7	14
0	8	6	19	14
0	7	10	12	13
0	8	2	4	4
0	9	6	6	17
1	11	18	17	15
0	11	7	16	5
0	14	6	3	7
0	8	7	17	1
0	11	11	19	15
0	16	5	2	16
0	6	4	8	10
0	7	11	1	1
1	2	12	11	1
0	14	7	6	10
0	8	10	19	18
1	5	14	5	5
1	5	15	7	19
0	13	1	3	13
0	9	3	4	7
0	6	6	8	2
1	13	17	5	9
1	3	14	19	18
0	16	1	9	14
1	14	10	13	11
0	13	2	6	5
1	10	16	9	11
0	15	9	16	10
1	11	12	10	5
0	7	4	15	17
1	3	16	16	11
0	14	10	7	1
0	5	2	11	14
0	16	14	2	10
1	6	12	1	3
1	6	10	2	7
0	18	1	5	9
1	12	16	8	4
0	14	11	10	19
0	14	7	10	6
1	9	17	13	13
0	18	11	17	10
1	15	16	2	2
0	14	9	13	11
0	12	4	18	17
1	14	18	14	16
1	13	18	5	9
0	13	11	2	2
0	14	10	18	15
1	2	4	18	6
1	17	15	17	6
1	12	12	19	11
0	6	9	11	11
1	5	17	11	5
1	15	13	11	12
0	9	7	11	10
0	17	8	9	19
0	6	9	7	2
0	6	14	3	19
1	4	13	8	5
0	2	3	11	2
0	15	9	1	11
0	18	11	8	13
0	14	14	14	13
0	18	5	6	4
0	8	5	11	8
1	7	12	14	18
1	11	13	16	14
0	11	10	3	10
1	7	14	18	17
1	1	15	7	16
0	10	12	18	17
1	5	5	6	15
1	5	8	9	10
1	3	15	17	6
1	8	16	12	7
0	9	8	18	6
0	8	9	8	11
1	16	18	10	8
0	14	2	11	6
1	17	15	6	11
0	5	4	8	5
0	6	1	10	2
1	8	16	13	14
0	4	2	13	8
0	1	7	18	1
1	5	18	3	7
0	4	4	10	14
1	9	17	3	19
1	2	12	9	9
1	1	13	3	10
0	10	5	18	8
1	8	10	18	12
0	11	2	7	17
1	2	16	10	7
1	6	13	11	4
0	13	14	15	19
1	15	17	7	10
1	10	18	18	3
1	13	14	3	19
1	9	17	2	9
0	9	9	8	10
1	15	18	19	14
1	1	18	4	5
0	3	9	10	10
0	4	3	17	9
1	9	13	1	12
1	4	8	13	11
1	8	18	2	1
0	11	14	10	13
0	11	5	4	9
0	15	2	19	18
1	6	15	16	4
1	16	14	8	10
0	15	8	1	12
1	9	13	15	10
1	6	13	1	11
0	16	6	16	19
1	10	18	9	19
0	5	4	6	9
1	9	15	12	19
1	10	18	16	10
0	17	6	11	9
0	9	4	18	15
1	10	16	17	10
1	14	16	7	15
1	1	14	2	8
0	12	4	12	11
0	6	9	4	5
1	16	16	5	7
0	10	6	12	14
0	3	5	9	9
0	11	7	9	10
0	11	5	11	7
1	2	14	13	18
1	7	17	11	8
0	4	5	6	8
0	12	14	18	17
1	6	9	12	9
1	4	12	10	19
0	4	6	2	17
0	16	3	15	1
0	11	3	4	13
1	3	17	9	2
1	12	11	18	1
1	7	12	6	5
0	15	6	12	10
0	7	9	7	13
1	9	12	7	10
1	15	16	4	4
1	16	16	6	15
0	4	9	14	19
1	1	8	7	1
0	8	2	3	14
1	6	16	9	2
1	11	18	17	11
1	11	13	7	7
1	4	17	7	14
0	16	12	1	13
0	13	14	19	17
1	4	11	3	4
1	13	17	9	9
1	4	16	5	19
0	18	6	6	7
0	15	10	4	8
0	2	4	19	19
0	12	4	12	14
1	1	17	3	19
0	11	3	10	14
0	13	5	17	6
1	18	16	7	11
0	14	1	6	15
1	7	16	18	4
0	16	15	14	8
0	13	12	15	8
1	4	13	9	19
1	1	9	7	4
0	11	7	10	16
1	3	16	3	2
0	18	9	14	1
1	9	14	3	19
0	4	7	17	13
0	18	5	7	10
1	5	7	12	3
0	14	12	18	13
0	18	16	9	13
0	14	2	9	13
0	14	1	19	18
0	14	13	16	16
0	7	7	18	15
1	9	9	13	19
0	12	6	5	7
0	14	8	3	9
0	12	10	4	11
1	12	16	16	7
0	15	1	11	15
1	3	17	18	7
0	17	4	19	8
0	3	7	6	1
1	14	16	7	4
0	16	4	2	11
0	17	8	2	14
1	2	10	10	17
1	2	18	19	18
