Resp	V1	V2	A1	A2
1	10	16	4	5
0	11	1	14	14
1	9	6	16	18
0	7	12	4	1
0	17	16	19	4
1	5	3	1	6
0	14	4	8	10
1	11	3	19	10
1	8	4	3	15
0	17	13	8	7
0	2	3	10	5
0	14	5	4	1
0	13	5	8	9
1	5	14	8	17
1	5	2	1	16
0	8	5	18	7
1	8	5	17	15
1	1	12	2	6
1	11	15	17	19
0	14	8	7	8
0	15	3	17	2
1	12	6	2	11
0	5	1	8	5
0	4	9	14	6
0	7	12	13	7
1	14	2	12	10
0	15	5	2	3
1	5	11	18	19
1	8	11	2	17
1	4	17	17	19
1	13	9	7	15
0	8	4	9	17
1	17	8	5	16
0	4	3	8	8
1	1	3	9	16
0	5	9	10	8
1	14	17	5	9
1	18	5	6	17
1	16	18	4	4
1	3	18	3	7
0	5	1	13	3
0	18	1	15	3
1	2	2	10	13
0	4	12	16	1
1	7	3	11	17
1	18	12	19	19
0	12	12	14	8
1	2	15	19	17
0	14	6	15	14
1	4	16	9	11
0	13	4	4	2
0	4	6	19	6
0	8	1	17	11
1	10	4	17	14
1	5	6	17	14
0	14	1	18	11
1	12	10	19	17
0	18	13	17	14
1	4	16	8	19
0	12	17	9	7
1	13	14	15	16
0	13	13	14	4
1	16	8	1	10
1	18	4	9	17
1	6	13	8	19
0	3	11	18	16
0	10	12	14	10
0	4	2	8	5
1	12	14	10	7
1	11	3	6	12
0	6	14	16	5
0	3	9	15	8
1	13	15	8	18
1	14	14	3	18
0	14	4	8	7
0	11	5	4	2
1	17	10	8	12
1	2	4	2	17
0	14	12	19	14
0	3	16	7	6
0	11	7	5	1
0	18	13	16	13
1	8	11	5	15
1	2	3	3	10
0	11	2	9	7
1	13	7	13	11
0	16	4	18	1
0	9	17	7	1
1	1	4	3	9
0	9	3	7	1
0	4	7	7	7
0	4	1	7	5
1	9	18	12	6
0	11	13	8	1
1	2	2	14	9
1	15	16	6	9
0	12	2	12	7
1	3	14	4	6
0	13	11	8	9
1	1	1	3	11
0	12	12	11	13
1	11	18	19	14
0	7	6	15	18
1	10	8	16	18
0	16	11	15	15
0	17	12	7	12
0	16	8	12	15
0	7	4	19	19
0	9	12	19	10
1	5	12	13	18
0	18	8	19	2
0	14	8	19	11
1	15	9	5	5
1	5	18	16	19
0	1	15	14	15
0	16	3	14	2
1	18	16	8	16
0	15	11	15	7
1	4	4	10	12
0	14	11	4	7
0	2	11	10	4
0	14	5	15	8
1	14	6	17	11
0	1	5	5	1
1	12	12	10	11
1	5	7	6	18
1	6	7	6	19
0	18	4	16	5
1	4	3	12	15
0	5	6	10	4
0	17	1	8	1
1	7	13	6	15
0	7	11	17	16
1	5	10	14	3
0	13	15	16	2
0	14	5	13	13
1	11	2	3	19
0	15	7	4	7
0	2	3	7	5
1	8	2	17	16
1	14	9	3	19
0	4	10	1	2
1	7	2	5	19
1	12	12	2	12
0	15	16	1	4
0	1	9	19	17
0	16	12	18	9
0	5	8	11	6
1	12	4	1	12
1	5	14	1	2
0	6	8	1	3
0	9	17	18	4
1	2	6	17	15
0	7	2	12	12
1	2	18	10	18
1	17	11	10	16
1	9	1	7	13
1	13	5	13	19
1	8	14	12	17
0	4	6	18	18
1	4	2	14	18
0	14	10	2	15
0	4	5	13	9
0	3	5	8	9
1	12	14	3	9
1	12	5	7	12
1	2	8	6	14
0	6	14	16	10
1	4	10	4	14
1	3	6	9	13
0	1	11	19	19
0	11	13	15	4
1	14	7	3	8
0	16	1	17	10
0	16	8	14	15
1	18	13	8	13
0	2	6	3	2
0	17	2	16	5
1	8	3	11	13
1	5	2	6	13
1	8	3	9	17
0	2	9	16	1
0	17	4	9	3
1	4	4	3	18
1	4	3	13	16
1	6	18	6	12
1	3	16	7	7
0	8	18	4	1
1	5	11	15	11
1	4	5	2	6
1	14	13	1	18
1	11	9	5	17
1	3	16	9	15
1	17	7	14	19
0	9	10	10	1
1	17	1	3	9
0	6	7	6	1
0	4	13	14	13
1	4	13	12	16
0	6	6	17	13
0	13	2	3	15
0	11	13	2	7
1	1	9	9	19
0	7	13	19	6
0	9	13	4	8
0	14	12	16	17
0	18	5	7	2
0	16	6	3	1
0	10	14	15	6
0	12	15	5	7
1	4	10	12	19
0	14	3	19	18
0	18	5	17	18
