Resp	V1	V2	A1	A2
1	5	15	19	6
0	16	5	10	4
0	11	1	19	10
1	1	18	2	10
1	6	11	15	12
0	18	4	7	5
1	5	7	18	19
0	10	3	17	15
0	15	6	15	8
0	16	18	11	9
1	4	16	3	7
1	3	7	16	17
1	8	5	7	16
1	9	3	4	19
0	2	7	11	12
0	16	14	16	11
0	1	2	8	8
1	14	15	8	17
0	5	6	6	9
1	4	1	13	11
0	18	6	1	13
0	11	6	18	18
1	4	15	5	18
0	7	4	14	16
0	17	14	16	6
1	7	13	8	16
1	2	15	17	14
1	2	7	18	18
0	10	2	5	17
1	12	15	3	19
0	6	4	14	9
1	10	12	18	12
0	8	4	16	1
1	12	17	15	14
1	1	9	10	2
1	17	18	10	6
0	12	2	14	10
1	6	10	12	11
1	6	9	18	16
1	5	10	12	5
1	7	11	12	4
0	7	3	19	9
1	3	9	3	6
1	8	13	8	16
0	5	12	15	16
1	8	15	8	14
1	12	17	1	17
1	3	11	8	16
0	8	3	6	17
0	2	4	15	8
1	7	6	1	6
0	1	4	13	6
1	1	15	7	19
0	3	13	13	11
1	3	12	3	19
0	13	6	16	4
1	4	11	15	7
0	9	9	4	1
1	3	10	19	5
1	3	17	9	5
1	4	6	1	8
0	6	1	15	1
0	14	1	13	8
1	4	12	12	11
1	7	10	14	6
0	13	9	9	6
1	13	18	1	19
1	4	2	12	13
1	4	16	18	6
1	6	5	12	8
1	8	4	1	3
1	2	6	3	7
1	8	10	16	6
1	5	16	8	11
1	3	13	1	19
0	15	1	1	2
1	7	13	10	5
1	1	9	14	17
0	2	5	19	14
0	14	10	4	12
0	16	5	2	2
1	2	12	10	19
0	16	8	17	7
1	17	16	2	8
0	11	4	4	11
0	12	1	19	13
0	11	5	10	9
0	18	7	11	5
1	8	13	13	11
0	10	3	15	5
1	8	3	13	3
1	14	15	16	9
1	16	15	7	19
0	18	5	14	5
1	15	18	14	16
1	3	13	14	12
0	17	13	18	7
1	6	4	19	19
1	10	17	9	3
1	10	13	4	13
1	8	17	8	3
0	8	2	19	18
0	16	9	13	8
0	14	15	4	14
1	12	12	5	4
0	12	2	18	14
0	10	5	10	13
0	15	15	14	1
0	14	12	17	16
1	14	17	5	18
1	8	15	5	9
0	2	2	6	12
1	4	1	16	16
0	4	6	10	11
0	9	11	19	11
1	14	14	8	6
0	4	11	11	8
0	11	4	9	16
1	6	15	15	9
1	3	18	7	13
1	10	11	9	13
0	16	1	16	5
0	17	15	6	10
1	3	10	19	18
0	15	1	2	16
1	12	13	3	10
1	8	16	15	6
1	11	17	16	16
1	7	8	6	4
0	12	9	2	1
0	9	10	14	2
0	13	18	5	10
0	6	17	18	15
1	2	3	8	19
1	7	5	1	18
0	16	10	11	6
0	4	1	12	5
1	12	6	9	17
1	14	8	1	14
0	17	13	10	11
1	6	4	17	13
1	3	16	17	8
1	3	17	2	18
0	11	17	14	9
1	4	6	6	12
1	4	18	13	9
0	15	7	18	6
1	1	8	8	11
0	16	2	18	16
0	7	2	10	14
0	12	15	10	5
1	13	16	19	5
0	15	11	13	5
1	11	6	15	7
1	8	13	8	15
0	12	8	13	14
1	4	10	17	16
0	4	12	16	2
0	4	13	13	17
1	9	15	4	15
0	18	17	8	6
1	9	13	18	16
0	9	17	6	3
0	8	8	2	18
0	15	14	8	5
1	2	4	2	1
0	7	1	18	2
1	15	18	11	5
0	17	13	2	8
1	8	17	17	13
1	11	12	14	17
1	12	1	4	15
1	17	5	2	7
0	18	14	11	15
0	18	12	9	12
1	4	16	3	18
0	11	16	11	15
0	14	8	18	5
0	8	5	8	6
0	7	4	10	6
1	13	16	15	7
1	17	11	5	16
0	5	3	6	10
0	14	3	3	9
1	5	14	13	4
1	10	13	13	18
1	2	18	13	8
1	16	17	8	12
0	18	7	8	17
0	3	16	5	8
0	16	4	7	5
1	1	11	16	8
1	12	1	6	15
1	6	12	11	1
1	14	15	12	10
0	18	18	10	6
1	1	15	14	5
0	15	14	8	4
0	11	6	16	13
0	9	14	18	15
1	1	17	19	12
0	10	13	7	16
1	14	10	4	15
0	18	16	5	11
1	4	17	1	14
1	1	10	8	15
1	5	16	2	12
0	18	6	16	2
1	12	9	18	12
1	15	13	7	8
0	17	6	2	12
0	18	8	13	1
1	4	4	3	11
0	13	3	16	13
1	7	11	11	12
0	17	5	12	6
1	10	18	19	8
1	3	8	17	17
1	6	18	18	14
0	14	2	5	19
0	8	3	3	12
0	3	6	6	8
1	9	16	3	2
1	6	7	13	8
0	15	13	4	9
1	11	5	17	2
0	18	7	15	2
0	13	1	16	1
0	8	10	17	5
1	18	15	3	4
0	13	4	14	4
0	13	5	12	8
1	7	15	11	19
0	10	18	14	11
0	11	15	10	2
0	11	15	10	10
0	15	3	17	10
1	13	10	5	5
0	7	3	12	18
0	17	11	6	8
1	2	9	5	15
0	11	12	15	8
0	15	3	17	6
1	1	3	2	4
0	13	6	17	11
0	8	9	2	19
0	2	14	13	11
0	1	18	5	2
0	2	5	17	18
0	15	11	11	2
0	5	12	6	7
0	8	2	14	17
0	6	12	9	7
1	1	18	12	9
1	16	5	18	14
1	11	14	2	13
0	18	2	16	2
0	16	15	2	19
0	4	14	12	4
1	14	18	11	6
1	7	18	15	6
0	2	6	4	4
1	1	17	9	5
1	7	14	3	4
1	4	4	19	9
1	4	15	6	4
0	6	2	16	3
0	11	1	11	12
1	4	18	13	8
1	6	17	6	11
1	18	17	5	18
1	6	6	15	14
1	4	15	11	19
0	2	14	3	12
0	17	15	7	15
0	18	9	19	12
0	11	4	2	10
0	18	12	12	10
0	14	5	15	10
0	11	13	12	1
1	4	10	6	9
0	17	4	10	14
0	17	3	12	16
0	16	3	13	1
0	5	14	7	11
1	1	13	9	13
0	5	3	17	13
1	7	11	10	14
0	4	2	18	2
1	7	9	3	11
0	15	8	1	11
0	12	16	16	17
1	1	1	17	14
0	17	2	14	8
0	9	16	2	13
0	11	9	9	8
0	18	13	18	17
0	12	1	13	1
0	11	5	7	11
0	16	3	16	10
