Resp	V1	V2	A1	A2
1	18	16	1	7
0	5	15	17	16
1	9	6	12	6
0	18	3	12	17
0	5	10	4	17
1	7	4	16	17
0	16	1	2	10
0	6	15	8	18
0	3	10	19	18
0	7	17	18	16
1	6	16	15	1
1	9	6	10	1
1	14	14	12	10
0	5	12	9	18
1	2	4	19	19
1	17	10	16	5
1	5	1	13	4
1	16	10	6	15
1	16	14	3	7
1	14	6	12	1
0	1	16	12	16
1	2	4	19	15
1	10	5	8	17
0	4	14	3	9
1	8	7	12	6
1	14	3	8	4
1	8	6	18	8
0	2	14	6	15
0	14	5	1	11
1	7	1	18	18
1	3	2	17	10
1	5	6	17	7
0	5	16	13	13
0	14	18	10	13
0	7	18	10	9
1	12	16	17	4
0	9	17	10	14
1	7	6	12	5
0	2	18	2	16
1	6	14	17	16
1	9	4	13	2
0	6	15	8	9
1	13	2	4	2
1	6	6	7	1
1	14	1	4	18
1	15	9	12	19
1	17	4	9	12
1	8	1	3	4
0	14	18	12	18
1	12	1	1	3
1	13	4	6	6
1	10	8	5	5
1	13	9	12	15
0	9	10	2	8
1	8	13	18	9
0	10	8	11	8
1	18	15	5	2
0	5	2	15	19
1	12	4	18	3
1	11	8	2	14
1	13	8	15	19
1	16	2	10	8
1	14	17	6	4
1	18	5	18	19
1	16	5	11	12
1	16	12	13	6
1	14	7	2	2
0	4	15	1	10
0	17	12	10	16
0	2	13	1	19
0	7	12	19	4
1	7	8	13	1
0	7	4	2	18
0	7	12	14	15
1	4	4	1	6
0	5	1	2	18
1	1	6	14	10
0	8	13	3	7
0	11	11	15	7
0	8	17	15	14
1	11	11	16	7
0	1	11	19	6
1	8	2	8	2
0	9	7	8	19
1	6	12	8	8
0	9	1	6	13
0	7	6	11	6
0	10	18	12	13
1	4	11	16	16
1	18	6	17	13
1	14	6	16	14
0	13	18	17	11
1	9	16	2	4
1	1	3	7	9
1	18	2	2	13
1	12	3	16	11
1	11	6	11	6
0	15	13	12	16
0	7	12	6	18
1	5	13	8	15
0	12	10	2	13
1	6	2	4	12
1	1	4	14	8
0	2	12	3	2
1	4	3	9	3
0	4	16	5	14
0	13	12	2	8
1	5	2	15	4
1	17	9	18	19
0	2	1	18	2
0	3	9	10	19
0	3	18	5	6
0	10	10	1	8
1	10	5	14	11
0	6	11	12	7
0	5	9	19	10
0	3	7	12	3
0	4	9	12	4
0	12	15	3	16
1	8	6	15	7
1	6	6	18	15
1	13	5	12	4
1	16	9	11	3
0	7	11	3	15
1	8	7	3	13
1	10	10	19	15
0	1	11	14	4
0	12	10	10	12
0	9	14	6	16
1	7	14	1	9
0	2	18	11	9
1	7	4	3	8
0	6	9	4	16
0	8	9	14	6
0	3	7	12	11
1	12	5	4	5
0	8	17	2	1
1	10	7	19	3
