Resp	V1	V2	A1	A2
1	11	4	4	10
0	9	6	17	11
0	8	17	19	2
1	1	17	10	8
0	6	9	5	3
0	15	1	15	12
0	7	9	5	5
0	13	5	4	9
1	6	5	2	7
1	2	16	13	4
0	18	17	2	10
0	12	11	5	5
0	15	17	10	9
0	13	4	14	2
1	13	18	10	8
0	7	6	14	5
0	1	8	11	16
0	12	15	15	14
1	17	1	12	18
0	11	8	12	5
1	3	14	7	15
1	10	17	1	2
1	12	3	1	19
0	8	4	15	6
1	10	15	7	4
0	17	14	17	9
1	10	16	6	2
0	5	8	14	11
1	8	16	10	8
1	8	15	15	14
0	14	3	14	18
0	14	4	17	6
1	3	14	7	17
1	6	1	4	8
0	8	4	13	13
0	6	13	11	5
1	13	15	14	14
1	9	10	2	19
1	7	15	7	8
0	1	5	14	3
1	7	14	11	7
1	1	13	15	14
1	2	3	6	13
1	13	17	10	16
1	5	15	13	16
1	5	15	8	17
0	16	17	18	4
1	2	8	7	15
1	3	17	15	9
1	13	15	10	7
1	14	17	15	2
0	17	6	3	4
0	17	13	14	9
0	5	3	14	5
0	8	11	7	8
0	12	5	2	7
1	5	11	11	14
1	14	4	1	19
1	13	17	13	14
0	15	6	16	8
1	9	11	10	15
1	1	18	18	17
1	11	12	3	17
0	17	14	10	13
0	3	4	15	3
1	1	9	8	19
1	2	12	15	14
1	6	12	11	6
1	14	2	7	16
0	9	3	2	3
1	7	11	7	12
0	16	3	19	4
0	17	5	17	9
0	15	2	1	3
0	16	3	14	15
1	15	7	5	12
0	15	1	16	13
0	11	6	9	12
0	1	8	18	5
1	6	17	9	19
0	18	12	17	3
1	12	15	15	19
0	17	15	16	7
0	12	5	11	7
1	6	8	3	19
0	8	11	14	14
0	12	11	3	17
0	18	11	18	5
0	15	9	17	2
1	3	12	11	10
1	1	16	14	11
1	5	5	3	16
0	13	5	11	16
0	15	4	14	8
0	8	3	6	9
1	1	3	5	12
1	11	15	12	19
1	1	3	19	17
0	16	4	5	5
1	7	9	9	15
0	10	1	18	2
1	14	18	14	12
1	10	18	17	16
1	18	9	10	18
0	18	10	3	18
0	14	1	11	2
0	13	9	6	1
0	7	7	18	3
0	13	8	8	6
0	7	13	13	4
1	4	1	12	18
0	16	12	14	1
1	10	18	17	13
0	15	15	19	12
0	1	7	14	11
0	18	6	1	10
0	2	8	14	17
0	14	6	14	11
1	1	11	8	17
0	4	7	12	5
0	4	8	1	6
1	4	12	4	4
1	2	10	1	10
1	13	13	8	10
1	9	10	5	9
1	14	15	13	10
0	1	9	14	13
1	5	2	4	16
0	17	3	16	17
0	10	8	11	1
0	14	15	3	3
1	1	14	7	18
0	7	14	17	7
0	12	7	14	12
1	12	17	15	19
0	13	2	11	14
0	9	2	15	4
0	11	14	18	12
0	16	12	19	12
0	16	17	10	15
0	13	1	7	5
0	7	5	10	2
0	5	14	11	5
0	4	5	5	7
0	12	3	13	6
1	12	14	3	7
0	8	3	5	8
0	9	9	15	10
0	18	6	19	15
0	2	3	17	5
1	1	4	8	14
0	18	15	8	4
0	6	8	17	3
0	2	11	14	3
0	17	6	8	17
0	2	2	10	12
1	11	18	15	18
0	14	11	6	16
1	1	11	10	18
1	5	2	7	12
1	12	2	11	16
1	14	14	6	5
0	2	9	15	5
0	4	13	9	1
0	13	8	19	8
1	11	18	7	2
1	4	11	14	18
1	11	12	9	12
1	5	11	8	10
0	12	6	5	1
1	3	1	8	16
0	18	5	13	9
0	8	12	18	6
0	17	5	15	14
1	10	16	8	11
0	11	8	19	1
0	13	11	8	1
1	13	1	5	5
0	13	4	12	9
0	12	17	17	12
1	5	9	8	10
0	5	6	9	9
0	12	11	19	18
1	17	16	2	17
0	7	6	13	17
0	8	9	10	12
1	11	11	1	11
0	13	7	13	13
0	17	15	10	6
0	9	9	16	17
1	9	11	19	17
1	1	17	7	1
0	14	1	16	15
0	5	16	17	6
1	17	1	9	18
0	14	12	13	18
1	10	17	11	11
0	16	8	6	3
0	4	8	5	6
0	11	6	10	1
1	8	12	3	18
0	18	7	11	5
1	5	17	16	7
0	9	7	5	3
1	7	8	5	19
0	17	5	1	8
0	12	3	1	13
1	3	9	3	15
0	3	4	13	8
1	15	13	5	4
0	14	15	11	10
1	2	17	2	5
0	4	9	15	5
1	1	2	11	17
1	8	2	11	17
1	5	1	7	18
0	11	8	3	12
0	3	10	18	1
1	8	13	9	8
0	18	17	16	1
0	11	10	17	4
1	11	17	6	19
0	17	4	11	3
1	1	7	8	11
1	15	18	12	18
0	12	11	17	10
0	13	8	14	10
0	9	10	7	4
1	6	8	7	12
0	6	6	4	10
0	11	1	8	2
0	15	16	18	10
0	14	13	16	3
1	17	16	14	13
0	15	10	17	2
1	8	17	11	7
0	7	11	2	8
1	5	16	12	11
0	8	11	9	12
1	7	14	9	14
1	5	16	3	5
