Resp	V1	V2	A1	A2
1	1	9	5	13
1	1	11	13	6
1	9	17	2	17
0	9	2	14	18
0	13	4	12	7
0	8	9	12	7
1	5	9	16	6
0	18	14	5	10
0	15	7	2	13
0	6	5	18	10
0	14	4	7	3
0	18	14	12	8
1	5	15	16	15
1	9	16	8	9
1	3	15	12	5
1	7	1	7	14
1	2	13	8	10
1	1	10	3	6
1	11	12	12	15
1	11	17	4	7
0	13	13	8	1
0	9	13	1	18
0	9	10	15	1
1	8	10	10	4
0	13	1	18	11
1	11	18	10	18
1	4	8	10	12
0	4	16	9	3
0	18	10	19	17
0	17	7	13	3
1	14	17	1	16
0	14	3	10	9
1	14	16	3	2
1	18	17	1	18
0	1	2	14	3
0	3	5	17	5
0	12	2	6	14
0	7	4	19	3
0	13	5	15	6
0	16	2	17	16
1	8	2	12	4
0	9	8	17	1
0	6	1	4	10
0	14	7	11	6
1	2	10	5	16
1	4	3	10	17
0	17	16	18	12
0	11	3	14	10
1	3	15	1	10
0	14	11	10	8
0	1	1	18	15
0	11	13	8	1
1	7	3	19	18
1	11	17	16	12
1	4	9	13	8
0	15	4	10	2
1	13	17	5	16
0	15	1	2	5
1	11	15	3	17
1	9	16	9	14
0	8	3	11	13
0	14	1	1	11
1	7	17	17	9
0	2	2	17	1
1	10	13	17	9
1	6	14	8	6
1	12	13	8	7
1	1	7	13	1
1	10	16	14	14
0	3	8	12	6
0	14	1	17	8
0	15	2	15	1
0	10	11	4	7
0	14	8	1	14
0	8	7	6	11
1	10	7	2	5
0	2	6	11	11
1	4	18	10	14
0	12	11	10	11
1	6	16	12	15
1	2	4	1	15
0	16	7	14	18
1	8	9	13	9
0	16	4	10	2
0	16	7	15	2
0	9	3	13	7
0	13	16	16	12
1	6	14	15	10
0	16	5	18	6
0	6	2	10	8
1	2	12	4	12
1	4	4	8	12
0	10	8	9	10
1	9	14	5	13
0	15	10	2	3
0	18	3	2	10
0	18	4	14	16
1	5	12	8	19
1	3	18	16	16
1	4	8	11	17
0	18	13	18	10
1	4	18	3	16
0	13	4	12	15
1	10	6	4	18
1	4	14	17	12
0	15	13	14	10
0	9	2	7	3
1	2	7	15	7
0	3	5	10	4
0	18	17	2	8
1	6	16	9	9
0	10	5	9	8
0	10	7	17	13
1	11	16	2	3
1	1	9	9	14
0	18	2	13	15
0	3	3	2	17
0	9	4	10	15
0	9	1	1	9
0	1	4	5	4
0	13	12	14	11
1	4	9	11	17
0	16	17	12	8
1	15	12	8	7
1	3	13	13	13
0	17	13	15	12
0	14	16	4	8
1	9	3	18	16
0	18	7	1	12
0	16	2	4	10
0	5	7	13	6
1	1	8	2	16
0	13	7	16	10
0	14	6	14	14
0	15	7	1	13
0	3	10	9	16
1	9	16	16	19
1	1	18	2	16
0	2	5	11	1
0	6	8	12	5
0	14	13	9	5
0	18	18	19	12
1	8	10	17	17
0	18	11	13	13
0	17	8	6	7
1	15	15	7	4
1	15	16	18	11
1	13	16	4	1
1	7	11	1	13
0	2	2	4	5
0	6	5	15	9
0	5	4	1	7
1	11	5	19	16
0	18	13	16	10
1	3	11	18	10
0	13	1	5	7
1	1	13	7	18
1	16	16	9	8
0	9	7	9	15
1	18	17	13	5
0	10	12	12	14
1	11	16	12	16
1	5	11	15	17
1	9	14	14	2
1	4	17	14	15
0	2	2	8	9
1	5	17	18	12
0	17	14	13	12
0	12	4	4	17
1	1	12	2	18
0	14	7	9	15
0	12	12	1	16
1	9	15	13	2
0	5	3	19	4
1	2	16	11	1
1	11	13	5	8
1	4	15	17	16
0	11	4	5	8
1	11	6	3	8
0	16	8	2	3
1	7	18	9	16
1	6	2	14	11
0	15	5	1	17
1	3	15	15	9
1	2	10	6	17
0	2	8	9	1
1	7	15	5	17
1	18	17	6	17
1	1	12	6	4
0	17	2	4	1
0	16	16	8	11
0	15	8	2	3
1	11	8	2	16
0	15	4	9	14
1	8	14	4	14
0	18	18	13	10
0	15	10	10	14
0	8	3	6	8
1	2	7	12	13
1	9	4	18	12
1	12	16	10	17
0	15	18	1	2
0	1	2	15	4
0	10	3	3	10
1	17	18	1	13
1	3	17	10	7
0	10	3	4	16
0	10	1	11	2
0	5	9	3	13
1	5	11	8	7
0	17	18	16	7
1	1	17	3	15
0	7	5	4	4
0	7	4	6	3
1	11	14	14	10
0	17	5	3	3
1	9	18	18	13
0	12	6	2	10
0	2	1	14	1
1	14	10	17	19
1	18	16	9	4
1	3	12	8	7
1	4	16	1	6
0	9	11	16	13
1	9	15	15	17
1	4	13	3	18
0	12	9	12	5
1	3	18	3	12
1	8	18	13	7
0	18	5	19	18
1	1	18	14	6
1	3	3	7	15
1	7	18	19	11
0	16	3	8	2
0	10	6	6	3
