Resp	V1	V2	A1	A2
0	4	9	3	10
0	10	5	9	9
1	6	13	16	12
1	15	1	1	9
1	16	8	16	18
1	15	6	4	7
1	6	1	6	4
1	11	4	3	6
0	10	17	3	12
0	9	14	10	7
1	16	12	2	7
0	7	12	4	9
1	6	7	18	5
1	2	11	18	11
1	9	7	17	16
0	5	2	9	11
1	12	4	9	11
0	13	11	7	2
1	18	11	15	2
1	12	15	18	5
1	8	10	10	2
1	12	8	8	4
0	11	12	1	7
1	9	16	19	2
0	3	3	6	14
1	15	3	11	5
0	2	3	10	8
1	14	11	12	4
1	13	1	16	4
0	5	7	17	18
1	14	1	11	6
0	18	16	7	19
0	16	11	10	18
0	14	15	14	15
1	12	4	19	13
0	3	9	3	13
0	3	17	15	13
0	6	13	2	13
0	2	5	7	10
1	10	18	15	18
0	14	3	1	15
0	11	6	9	15
0	4	15	11	14
1	18	7	16	17
1	2	12	14	2
0	13	8	4	9
1	10	4	17	3
0	9	15	5	15
0	18	15	16	15
0	13	17	9	14
0	7	7	5	10
1	9	1	2	7
1	5	18	1	6
0	6	15	12	13
0	14	15	6	7
0	7	11	3	15
0	10	15	17	19
1	16	3	5	4
0	16	8	17	11
0	5	12	6	6
0	4	14	9	11
1	15	4	9	9
1	11	7	18	17
0	17	6	2	18
0	17	5	2	15
1	7	4	14	6
0	15	6	8	18
0	11	10	9	16
0	18	18	8	18
1	3	14	17	2
1	16	1	17	12
0	8	16	12	10
0	7	5	3	17
0	4	15	3	13
1	16	3	1	9
0	10	4	1	19
1	10	5	4	5
1	4	8	13	1
0	5	5	14	10
0	6	14	2	8
0	11	12	6	9
0	6	17	5	7
1	18	16	19	15
1	16	4	19	5
1	13	7	14	18
0	1	18	1	13
0	4	2	3	7
1	12	11	13	13
1	16	2	19	14
1	13	9	6	1
0	13	4	7	19
1	6	7	16	13
1	2	6	9	3
0	7	16	2	10
0	5	11	3	8
0	12	8	7	18
1	13	4	16	11
0	5	17	11	11
1	1	15	19	9
0	9	3	13	16
1	18	5	19	2
0	7	14	16	10
0	14	7	10	9
0	2	16	10	7
1	7	8	1	2
1	9	3	16	3
0	3	12	3	1
0	14	11	6	10
0	13	7	15	14
1	13	6	8	13
1	4	3	11	1
0	14	12	7	18
0	13	18	10	13
