Resp	V1	V2	A1	A2
1	4	7	8	4
0	1	4	3	15
0	10	10	7	14
1	5	3	1	1
1	12	9	2	14
0	12	16	14	15
1	18	1	19	1
0	1	13	16	13
0	5	13	2	5
1	7	6	16	6
1	11	6	10	6
0	8	4	9	8
0	2	8	15	8
0	3	18	9	10
0	10	17	10	5
1	5	2	7	1
0	8	16	12	18
0	7	14	3	8
1	8	9	14	5
1	14	14	16	4
1	14	3	12	16
1	4	9	3	19
1	1	9	16	1
0	11	13	16	18
0	4	5	9	16
1	9	1	15	12
0	11	17	17	18
0	15	12	6	9
0	4	9	14	3
1	18	12	17	8
0	18	17	17	13
0	1	11	4	9
1	9	10	8	5
0	13	13	3	10
0	13	7	4	7
0	9	13	17	1
0	4	15	19	13
1	16	9	16	5
1	7	8	16	5
0	14	17	2	5
1	8	6	18	18
0	10	3	13	19
0	17	16	18	14
0	9	12	12	11
1	9	7	3	11
0	4	12	13	6
1	15	1	14	17
0	13	16	16	7
1	11	4	15	6
0	2	7	5	12
0	6	5	8	16
0	10	12	17	13
1	4	15	5	2
1	4	7	15	19
0	9	18	1	17
0	9	17	10	1
1	10	7	15	4
0	6	14	12	3
1	15	13	12	4
1	1	13	12	11
1	8	4	18	17
0	4	14	11	19
0	16	10	10	12
1	12	3	7	14
0	8	17	2	11
1	14	5	19	6
1	16	1	16	8
0	2	14	9	14
0	14	15	11	13
1	9	10	3	8
0	4	18	12	11
1	14	7	10	10
1	16	13	10	9
0	12	13	15	10
0	13	15	11	1
0	1	7	6	8
0	11	11	4	2
1	13	3	7	8
1	12	2	8	2
0	14	18	14	5
0	15	8	5	17
0	14	15	3	8
0	14	18	18	19
1	12	1	18	4
1	9	5	13	3
0	13	7	3	10
1	16	5	15	9
0	8	11	2	12
0	7	1	8	18
0	8	17	3	7
1	16	18	12	6
0	11	14	6	18
0	2	18	9	8
1	17	15	10	8
1	14	5	5	1
1	18	7	2	9
1	7	4	17	5
1	12	3	17	10
1	10	2	9	3
1	13	11	8	4
1	9	8	16	14
1	5	8	13	4
1	15	12	11	4
1	12	2	16	13
1	3	1	11	7
1	4	9	11	10
1	9	1	1	11
0	11	17	15	10
0	17	18	7	12
0	11	15	13	18
0	16	12	5	10
1	18	4	8	3
1	18	6	3	16
1	11	13	4	2
1	16	6	1	14
1	13	3	7	4
1	16	14	6	17
0	9	10	12	13
1	7	12	6	5
1	1	6	11	8
1	3	13	12	9
1	15	4	16	7
1	8	10	9	8
1	2	10	3	10
1	17	9	1	17
1	5	5	10	2
1	4	9	14	12
1	13	6	14	11
0	1	15	14	11
1	14	3	16	3
1	10	2	14	16
1	14	8	16	12
1	5	2	19	7
1	2	3	3	4
1	18	1	14	12
1	13	5	9	10
1	9	3	9	3
0	10	17	12	10
0	8	12	7	11
1	3	9	14	11
0	12	8	7	15
0	6	7	11	16
0	14	18	16	8
1	10	15	3	4
1	11	5	14	5
1	11	13	16	7
1	6	10	17	7
0	10	9	6	10
1	18	8	11	6
0	7	15	6	14
0	5	16	5	1
0	5	14	18	12
1	11	11	12	8
1	13	14	7	10
1	15	12	12	17
0	18	18	12	18
1	7	1	16	19
0	5	14	9	6
0	6	7	18	16
1	13	4	10	14
0	9	7	9	8
0	2	9	10	14
1	10	2	16	9
0	1	7	19	18
0	12	11	5	14
1	16	8	19	5
0	2	17	9	9
1	14	4	9	13
0	1	11	11	18
0	3	17	9	5
0	3	11	18	8
0	6	1	1	12
1	12	5	10	1
0	12	17	19	7
0	7	10	15	15
0	12	13	5	5
1	4	5	13	4
0	6	16	16	14
0	6	8	9	16
0	17	18	11	5
1	6	11	18	19
1	13	6	18	19
1	12	8	13	7
0	1	18	14	18
0	16	17	5	16
0	2	6	1	14
1	14	4	2	14
0	16	17	15	5
1	11	1	4	18
0	4	7	11	17
1	17	6	10	5
0	17	18	15	13
0	13	12	3	14
1	11	2	10	3
1	15	8	4	19
0	13	18	18	13
0	13	13	8	9
1	13	12	18	11
1	8	1	9	1
1	12	1	9	3
1	17	5	3	4
0	4	13	2	4
0	5	15	7	16
1	5	4	8	6
1	13	7	4	8
1	4	4	14	18
1	17	10	15	19
0	2	11	19	4
1	13	13	19	1
1	16	11	10	13
1	10	6	6	3
0	10	13	10	19
1	15	10	2	13
1	5	9	7	3
0	8	17	19	15
1	8	6	7	1
0	1	13	18	17
1	10	14	15	19
1	17	3	4	10
1	18	10	4	1
0	18	18	3	19
0	3	10	11	19
1	10	10	14	18
0	1	16	9	6
1	11	13	12	6
0	12	17	11	15
1	3	3	11	8
0	18	15	11	13
0	4	13	14	14
1	11	5	1	5
0	14	16	5	1
1	11	4	12	2
0	17	18	10	14
0	5	5	2	16
0	2	2	8	17
0	9	6	12	17
1	16	1	15	4
0	3	17	1	8
0	8	5	14	16
0	5	10	6	12
1	18	1	17	9
1	4	6	19	5
1	5	2	5	3
1	11	13	17	13
0	11	2	17	9
0	18	17	5	17
0	7	16	12	1
0	10	15	17	14
0	8	10	9	19
1	11	7	7	10
0	9	14	3	19
1	8	3	13	5
0	6	11	4	3
1	15	3	18	8
1	9	5	19	7
0	8	18	17	18
0	6	4	9	11
0	7	16	1	18
1	10	10	3	5
0	9	13	14	17
1	7	12	16	5
0	8	18	14	4
0	18	13	11	12
0	5	18	7	5
1	10	13	18	3
1	12	13	14	6
1	11	9	15	4
1	2	9	4	9
0	10	14	16	18
0	2	12	14	11
0	2	17	3	11
0	6	15	11	3
0	4	13	6	16
0	9	10	17	2
1	10	3	6	13
0	11	11	1	10
1	18	17	14	18
0	14	16	3	8
1	18	3	14	9
1	14	12	13	4
0	18	14	2	12
0	10	11	16	18
1	18	4	18	3
0	1	8	7	16
1	18	8	11	9
0	5	10	4	18
1	5	4	13	9
0	17	7	8	13
0	17	16	18	15
1	17	10	13	6
0	4	16	5	19
1	15	2	10	4
0	5	18	6	9
0	17	13	4	14
1	15	2	8	13
1	14	12	5	12
0	5	15	11	4
1	11	2	8	13
1	4	3	14	19
0	2	13	7	3
