Resp	V1	V2	A1	A2
1	18	4	15	14
1	11	13	1	7
1	10	8	1	5
0	6	2	13	18
1	12	15	2	13
1	5	6	3	9
1	12	17	18	16
1	3	6	6	10
0	18	1	1	15
1	12	14	2	1
1	12	18	7	15
1	15	17	13	4
0	9	2	14	10
1	16	15	1	19
0	13	6	11	1
1	12	12	14	4
1	10	18	18	18
1	14	5	10	11
0	17	11	6	3
1	10	5	4	15
1	18	9	7	7
1	10	8	2	9
1	5	4	18	8
0	1	7	10	3
0	17	10	16	1
0	16	11	10	10
1	14	18	9	2
0	4	7	16	6
1	15	13	9	19
0	10	10	17	19
1	3	8	1	19
0	7	7	19	1
1	4	12	9	8
0	17	6	10	13
0	9	15	18	3
1	5	8	17	13
1	18	16	3	1
0	3	1	12	9
0	18	4	18	3
0	17	8	3	15
0	17	16	4	1
1	9	10	13	6
1	5	12	18	14
0	3	8	8	11
0	18	10	19	18
0	18	10	6	18
1	7	2	2	9
0	4	10	16	15
1	2	11	3	16
1	13	8	7	14
0	18	4	4	8
1	12	17	10	19
1	8	12	17	13
1	15	15	3	1
1	15	1	11	6
0	16	9	17	4
0	12	11	5	12
0	12	12	13	12
0	4	4	3	5
0	18	9	11	2
1	14	18	4	10
1	3	6	11	19
1	7	17	17	19
1	9	12	5	13
1	1	1	19	18
1	8	7	4	12
1	5	8	17	18
1	2	17	13	16
0	15	15	18	10
1	15	1	16	11
0	9	12	14	5
1	12	12	8	10
0	12	1	10	12
0	16	15	19	8
1	1	17	3	11
1	8	16	3	6
0	18	9	5	4
0	8	2	15	16
0	14	6	16	16
0	8	3	3	1
0	17	7	10	10
0	5	5	13	17
1	17	2	13	13
1	1	13	1	4
1	18	16	5	18
1	10	13	1	14
1	10	8	10	9
0	5	14	14	16
0	6	10	17	1
1	12	10	11	19
0	18	14	5	6
0	15	9	17	19
0	18	17	13	12
1	4	17	14	17
1	2	10	10	18
1	8	2	5	5
1	12	3	5	8
0	7	2	3	2
1	2	18	11	5
1	5	14	5	1
0	7	6	5	2
1	6	7	10	16
1	11	4	6	18
1	14	15	1	13
1	3	10	3	10
1	13	12	6	17
1	8	18	12	13
1	1	12	16	1
0	17	5	18	13
1	8	16	3	17
1	10	15	6	5
1	15	18	1	6
1	6	17	9	19
0	17	5	11	19
0	8	4	12	8
1	14	14	3	8
0	14	7	4	12
1	1	3	18	12
0	3	2	13	2
1	17	16	3	5
0	14	11	12	11
1	9	17	2	16
1	17	18	17	8
0	9	12	12	2
1	1	5	13	9
0	5	3	12	8
0	17	1	1	2
0	10	14	1	2
1	15	15	8	6
1	11	15	2	17
1	11	2	13	8
0	14	10	10	8
0	13	15	19	15
0	7	4	13	6
0	11	16	13	15
0	1	6	3	1
1	6	10	4	15
1	12	4	12	17
0	12	14	4	2
1	10	17	4	5
1	14	10	6	16
1	3	17	19	4
1	15	10	14	16
1	4	11	14	14
0	13	6	6	7
1	9	16	12	2
0	17	5	8	17
0	18	17	6	2
1	5	2	8	19
1	12	15	7	14
0	14	8	12	17
1	4	10	14	5
1	12	4	3	15
0	4	2	17	3
1	12	10	3	16
1	14	11	3	13
1	4	12	16	8
0	16	6	8	16
0	18	3	2	17
0	3	1	9	5
1	12	16	13	11
1	17	16	2	14
1	4	5	12	12
0	18	1	13	18
0	7	2	16	1
1	4	9	2	18
0	14	7	18	2
1	11	2	15	9
1	6	17	13	18
1	8	15	16	11
1	14	9	3	10
1	2	12	9	12
1	4	13	18	19
1	8	14	11	3
0	16	11	4	4
0	17	16	11	2
0	17	5	11	5
1	7	17	11	2
0	14	1	7	11
1	11	14	18	2
0	8	13	12	8
1	1	11	9	11
0	16	15	14	12
1	12	18	10	13
0	2	10	11	15
1	12	2	5	6
1	12	13	8	4
1	12	14	12	10
0	18	17	2	6
0	18	9	11	3
1	9	9	16	18
1	14	17	1	1
0	15	8	16	17
0	16	8	13	11
0	7	7	16	13
0	11	7	10	5
0	18	14	16	15
0	3	1	3	3
0	14	17	10	6
0	9	4	13	1
0	16	13	19	2
1	18	14	19	17
1	12	17	6	18
0	14	10	18	10
0	16	3	2	2
1	15	12	3	18
0	6	6	18	3
0	3	7	13	7
0	1	7	14	13
1	5	10	2	3
1	3	18	9	14
1	13	13	13	11
0	12	1	15	6
1	6	18	8	12
0	15	13	4	10
1	11	10	17	13
0	10	10	1	12
0	14	6	14	11
1	15	13	9	7
1	8	9	17	17
0	8	9	17	4
1	8	9	16	13
1	1	13	14	15
0	13	4	10	15
0	17	9	1	7
0	13	7	3	13
0	2	12	4	8
0	17	2	19	14
0	5	11	5	5
1	10	13	13	17
0	8	10	19	5
1	4	9	15	5
1	5	6	7	13
0	8	7	19	5
1	5	4	2	17
0	18	7	15	11
0	13	3	11	15
0	12	7	18	6
1	6	2	6	10
1	13	17	18	19
1	3	7	16	12
0	4	5	18	7
0	17	8	3	16
0	15	1	11	10
1	3	16	3	13
1	13	12	1	18
0	14	13	6	1
1	7	18	6	16
0	1	6	18	1
1	9	18	16	13
0	15	5	6	4
0	13	6	19	6
1	17	18	16	8
1	7	15	6	19
0	10	3	1	11
0	14	11	4	14
0	15	15	16	2
1	10	9	10	2
0	4	4	2	5
0	4	4	16	19
0	14	13	18	11
1	6	16	12	17
1	4	17	6	9
1	8	14	16	10
1	16	6	19	8
0	9	1	3	1
0	10	1	5	4
0	1	3	10	7
1	4	14	9	19
0	14	6	1	7
1	6	16	11	17
0	1	9	7	1
0	9	18	11	12
0	12	4	15	3
0	1	1	11	2
1	2	8	17	12
1	9	11	1	11
1	5	16	15	16
1	14	16	18	14
0	7	3	15	9
0	10	8	9	19
0	7	2	11	4
0	2	5	10	9
0	10	6	9	11
1	2	8	17	13
1	4	12	6	14
1	4	2	16	8
1	16	18	1	1
1	11	18	3	15
1	3	9	19	5
1	9	18	10	12
0	7	6	12	2
0	4	7	17	2
0	17	3	8	8
1	5	6	7	1
0	16	3	8	3
1	6	17	8	11
1	9	18	18	8
1	12	16	13	14
0	13	3	10	1
