Resp	V1	V2	A1	A2
0	11	16	13	10
0	5	1	5	10
0	1	13	14	18
1	18	12	5	9
0	4	16	17	9
1	9	6	16	1
0	2	12	15	10
1	2	11	7	18
1	17	2	1	14
1	12	9	12	9
1	15	6	13	16
1	4	8	1	6
1	10	3	5	6
1	18	7	18	2
1	3	11	5	10
1	9	12	2	5
1	5	1	18	19
1	16	11	11	6
1	16	5	5	13
1	15	12	2	15
0	5	12	17	13
0	3	5	7	19
1	12	7	16	4
1	9	2	1	12
0	3	16	16	3
0	11	17	19	13
0	9	16	19	5
1	10	3	15	14
1	17	14	11	16
1	12	8	17	6
0	16	18	10	9
0	12	14	10	12
1	17	7	3	4
1	14	14	14	7
0	12	13	8	3
1	8	4	4	8
1	5	3	4	13
1	16	3	19	11
1	10	6	16	9
0	14	16	4	17
1	8	5	2	18
0	1	8	4	18
1	15	8	14	18
0	5	18	8	4
0	17	8	13	9
1	4	3	13	15
0	8	14	1	6
0	16	6	16	5
0	5	5	1	17
1	8	10	6	9
0	6	17	16	11
0	4	14	12	11
0	3	16	18	1
0	15	10	10	14
0	11	16	3	12
0	5	11	10	5
1	5	8	16	3
0	1	15	10	19
1	10	10	2	8
0	17	17	4	19
0	1	14	3	6
0	8	11	18	9
0	8	10	1	4
1	10	3	3	19
1	4	7	4	6
0	4	4	2	10
1	9	3	15	7
0	8	14	8	8
1	8	6	12	6
1	17	6	6	10
1	18	16	4	6
0	9	18	17	9
1	17	9	4	3
0	3	16	17	1
0	4	12	5	17
1	17	7	4	19
1	1	1	5	9
0	5	11	2	7
1	6	2	18	6
0	11	16	2	14
1	12	4	3	5
1	18	6	15	1
1	12	4	18	7
0	6	18	9	3
0	9	15	7	15
0	7	13	12	19
0	10	8	17	9
0	15	17	16	15
1	9	8	14	1
1	18	11	1	6
0	9	8	2	8
0	1	14	4	2
1	13	8	9	9
0	8	18	15	6
1	16	6	6	18
1	16	15	2	4
1	14	7	4	3
1	16	16	13	19
1	13	4	9	7
1	6	10	18	12
1	14	5	1	19
1	10	4	15	5
1	3	11	12	7
0	11	17	3	5
0	7	7	19	18
1	15	12	15	16
1	8	4	12	15
0	1	18	1	13
1	11	5	16	4
1	16	9	6	14
0	11	18	10	17
0	7	14	5	2
1	15	3	16	6
1	18	17	14	17
0	11	13	9	5
0	7	8	10	12
0	6	12	2	4
1	15	4	11	2
0	5	11	14	19
0	10	18	10	10
0	6	16	1	11
0	4	15	18	17
1	15	4	3	18
1	1	8	14	8
0	12	4	13	15
0	2	9	15	6
0	11	18	6	12
0	7	10	1	14
0	2	14	5	4
1	9	5	6	2
1	18	6	15	9
1	14	13	7	7
1	1	2	4	2
1	8	5	2	3
0	7	5	2	3
0	4	14	16	2
0	3	13	2	13
0	8	11	11	1
1	11	7	3	13
0	11	15	8	8
0	17	13	15	13
1	18	2	4	5
