Resp	V1	V2	A1	A2
1	5	8	9	11
0	14	9	15	10
0	18	5	3	1
0	4	5	5	1
0	4	2	18	4
1	9	13	17	16
1	8	17	5	18
1	16	15	1	12
1	9	6	9	11
0	15	18	14	10
0	15	8	15	15
1	6	17	4	13
0	17	17	8	6
1	16	8	5	11
1	1	8	6	14
0	7	9	8	8
0	11	12	17	14
1	16	14	5	7
0	1	3	10	1
1	11	14	9	17
1	10	16	1	17
0	16	5	12	4
0	9	9	1	4
0	17	16	11	10
0	13	1	14	7
1	14	5	10	16
0	8	15	17	7
1	13	1	4	13
1	13	15	16	18
1	16	12	4	14
1	3	4	15	19
0	4	14	2	7
0	6	16	16	7
0	15	15	13	2
1	13	7	1	15
1	16	14	17	15
1	13	2	1	8
0	18	14	11	4
0	9	6	17	12
0	18	2	12	10
1	7	11	13	17
1	3	1	10	19
1	1	18	10	16
1	1	4	13	15
1	5	10	6	13
0	9	4	12	5
1	6	14	8	13
0	15	8	17	7
1	9	13	5	19
1	16	18	4	6
1	11	12	1	16
1	10	14	10	13
1	4	3	9	13
0	8	18	12	8
0	15	7	11	4
1	16	1	6	16
0	13	10	4	5
1	17	2	4	14
1	3	14	2	7
1	2	16	8	14
0	5	3	16	6
1	15	10	13	19
0	15	10	6	10
0	17	6	16	6
0	13	13	15	8
1	14	14	17	19
1	6	10	2	4
1	17	5	4	15
1	17	18	3	14
0	15	11	14	12
0	18	6	18	6
1	16	1	10	17
1	9	13	2	14
1	9	12	3	18
1	16	11	2	16
0	11	10	9	11
0	1	1	9	4
1	9	15	4	10
0	11	9	16	18
0	14	5	19	17
1	5	15	11	10
1	5	8	7	15
0	6	7	14	7
0	18	1	2	4
0	3	18	13	5
1	2	6	16	16
1	13	17	10	17
0	6	14	6	3
1	13	14	4	8
0	13	13	1	3
0	12	12	4	11
1	4	5	3	15
1	5	18	6	14
0	2	7	16	13
0	17	9	15	13
1	7	14	16	16
0	1	17	19	4
0	6	4	9	4
1	13	10	13	18
1	12	6	6	13
1	14	17	1	14
1	17	10	17	17
0	12	7	4	2
0	6	7	15	7
0	13	7	4	4
1	9	2	14	17
0	9	13	16	3
1	5	6	12	17
1	10	4	11	19
1	7	18	15	16
0	9	1	9	8
1	17	11	11	18
0	3	5	12	4
1	5	16	10	11
0	6	9	9	2
0	1	2	12	12
0	16	5	9	8
0	10	14	19	16
0	18	11	13	9
1	15	15	1	13
0	1	13	7	1
0	1	17	15	4
1	13	14	1	18
1	9	15	7	7
1	14	16	6	16
0	12	2	8	7
0	15	17	15	13
0	18	11	3	4
0	6	5	12	2
0	10	15	12	12
0	17	11	17	9
0	5	11	18	16
1	16	4	5	18
1	13	3	5	8
0	9	14	1	10
0	13	10	16	11
0	15	8	19	5
0	7	16	3	3
1	1	5	2	12
0	4	8	12	2
0	11	1	19	1
0	3	6	9	9
0	12	9	10	5
0	4	5	17	9
0	11	10	11	1
0	7	3	18	5
1	14	4	4	7
0	2	7	17	9
0	12	18	11	15
0	8	3	15	16
0	1	4	13	6
0	10	9	12	3
0	18	3	10	10
0	15	10	10	10
0	16	1	15	6
1	12	7	3	11
0	3	12	18	5
1	10	16	3	13
0	17	10	15	7
0	6	11	16	4
1	16	12	7	1
0	11	4	10	8
0	17	9	16	10
0	2	15	18	4
0	12	4	13	3
0	10	7	12	13
0	16	1	13	5
0	7	15	17	1
1	17	9	4	14
1	5	4	5	11
1	5	4	15	15
1	9	10	7	19
0	12	6	18	10
0	16	4	4	9
1	11	8	18	17
0	3	14	17	4
0	12	5	13	10
0	12	3	13	3
0	15	12	16	11
0	14	15	19	6
1	6	1	15	18
0	5	3	12	5
0	9	14	14	10
0	12	11	12	5
1	3	8	15	16
1	6	3	2	11
1	10	13	12	12
0	6	8	13	6
0	9	10	5	10
0	4	14	11	7
1	12	15	16	17
1	4	3	13	12
0	8	13	8	5
0	17	5	16	16
0	12	9	11	12
0	12	13	14	12
0	10	16	11	6
0	9	8	15	6
1	7	12	3	9
0	13	6	8	6
1	10	7	2	3
0	13	5	16	8
0	1	3	19	18
1	1	10	10	12
0	5	7	8	2
0	18	4	12	9
