Resp	V1	V2	A1	A2
1	15	15	9	3
1	15	13	6	4
1	16	1	14	15
0	9	7	2	6
0	6	17	13	14
1	18	1	1	3
0	8	5	7	17
1	12	7	3	2
0	18	5	5	15
1	15	1	7	1
1	14	5	16	9
1	9	10	17	12
1	1	6	2	4
1	14	11	3	7
1	8	14	17	3
0	6	9	11	3
1	18	4	9	13
1	12	10	11	7
0	14	13	1	4
1	11	16	19	12
1	5	1	12	10
1	15	1	13	12
0	8	8	12	15
0	12	13	10	19
0	1	3	19	19
0	1	14	19	17
1	12	2	10	16
0	5	3	10	12
1	15	15	1	15
0	3	4	4	3
0	16	11	18	16
1	4	16	9	6
1	2	10	8	4
0	8	16	8	3
1	1	9	18	18
1	17	1	5	13
0	3	2	14	5
0	15	7	4	14
1	5	14	17	3
1	15	11	15	10
1	5	1	18	3
0	4	9	7	13
1	13	2	8	8
0	12	9	7	18
0	7	13	18	19
0	1	11	8	17
1	16	14	19	18
0	6	7	7	15
0	11	18	7	9
0	9	16	13	13
0	9	17	8	9
1	11	5	2	4
0	8	15	1	2
1	14	16	6	15
1	3	3	17	11
0	10	17	8	14
1	12	9	13	1
1	17	5	4	7
0	4	1	11	17
1	18	18	13	1
1	6	10	7	1
0	8	11	9	18
1	18	6	4	3
0	18	15	9	15
0	5	12	11	13
1	1	2	12	5
1	9	8	4	11
1	6	8	5	5
0	12	10	2	13
0	17	9	16	12
1	7	15	19	14
0	3	8	17	19
1	11	9	17	8
1	1	1	5	7
0	4	12	9	8
1	9	3	18	6
1	12	2	15	8
0	3	14	7	2
0	7	9	12	16
0	12	17	8	16
0	10	18	11	19
0	1	15	7	10
1	6	1	11	8
0	8	9	12	18
1	11	4	10	1
0	5	1	5	5
0	5	1	7	15
1	17	16	18	9
0	6	12	2	13
1	8	15	19	6
0	16	13	1	7
0	8	6	10	19
1	16	15	7	15
0	2	16	16	16
1	4	5	18	5
1	11	18	14	9
0	6	5	6	19
1	15	3	14	4
1	14	6	5	6
0	15	17	9	15
0	2	14	13	11
0	6	6	5	15
1	17	13	12	1
0	16	10	4	11
0	2	7	2	9
0	6	14	7	12
1	6	8	9	15
0	12	17	9	9
0	12	17	18	7
0	18	15	3	12
1	9	3	3	4
0	3	17	9	16
1	2	11	16	5
0	3	18	2	4
1	13	15	7	9
0	2	17	5	10
1	9	9	2	8
1	17	2	15	2
1	16	2	19	2
0	2	1	5	9
1	13	15	12	11
0	12	16	6	17
1	4	17	18	3
0	13	3	7	16
1	1	12	17	1
0	16	16	13	12
0	14	8	14	13
0	1	15	18	15
1	15	12	12	8
1	12	2	7	10
0	12	16	5	11
0	16	16	10	18
1	4	17	10	2
0	9	5	2	12
1	16	1	1	5
0	15	3	3	10
1	14	11	6	2
1	3	1	14	11
0	16	9	9	16
0	12	7	3	16
0	8	2	11	17
1	5	5	19	5
0	8	4	13	18
0	2	11	14	16
0	13	15	9	6
1	10	3	3	11
0	10	17	8	10
1	9	7	13	1
0	4	2	2	9
1	1	4	16	4
1	15	15	17	2
1	13	13	15	19
0	12	17	5	13
0	2	9	3	16
1	15	2	19	11
1	12	1	6	5
0	10	10	3	12
0	11	7	16	9
1	16	14	10	2
1	15	3	13	11
0	1	17	10	15
0	7	10	13	18
1	8	16	17	1
0	12	3	2	18
1	6	10	19	1
0	11	1	11	13
1	2	11	17	4
0	7	17	10	15
1	11	7	15	2
0	6	18	10	13
1	10	5	6	5
1	17	4	17	10
0	10	16	10	15
0	7	18	16	16
1	9	3	6	8
1	18	15	11	1
1	1	13	11	1
1	2	11	17	3
1	6	1	19	17
0	9	6	11	15
1	3	18	14	8
0	18	18	9	8
1	12	5	9	3
0	18	5	9	18
0	8	17	1	14
1	8	6	10	6
0	5	5	4	13
1	8	17	11	6
1	14	15	13	5
0	16	16	13	19
0	11	10	4	19
0	10	4	16	17
1	11	1	16	10
1	17	8	13	8
1	18	1	15	14
0	8	14	13	11
1	4	18	19	8
0	18	15	11	11
0	6	15	6	19
1	11	12	15	5
0	12	18	5	7
1	11	11	12	2
1	6	10	16	6
0	9	1	10	19
1	18	15	18	7
1	16	18	14	17
0	15	18	2	14
1	7	6	11	8
0	3	18	7	8
0	4	15	3	18
1	11	16	7	2
1	7	6	15	6
0	15	8	15	2
1	13	2	10	10
1	18	10	15	17
1	15	11	19	5
1	8	1	18	16
1	9	8	5	1
0	1	5	7	18
0	14	2	1	11
0	6	10	9	6
0	17	12	2	14
0	8	3	10	18
1	16	16	14	4
0	16	9	1	11
0	12	12	8	9
0	7	4	3	10
1	17	8	14	16
0	10	2	5	17
0	10	8	4	15
1	16	3	19	19
0	10	17	8	8
0	2	6	7	18
1	12	3	6	14
0	7	15	9	8
0	13	6	12	17
0	18	18	13	16
1	17	5	3	6
1	18	17	1	6
1	16	7	13	8
1	8	16	9	4
0	4	11	7	16
0	4	2	12	15
1	14	6	18	5
0	16	18	4	15
1	2	4	14	4
1	11	16	13	4
1	4	13	8	9
1	13	1	15	6
0	15	2	6	14
1	15	17	9	1
1	9	9	16	14
0	7	17	4	9
0	17	5	1	12
1	5	4	3	5
1	2	2	17	1
1	17	14	19	18
1	15	11	3	6
1	18	7	17	9
0	3	17	13	13
1	16	11	14	4
0	10	13	15	13
0	15	9	19	17
1	13	17	16	4
0	10	3	3	10
1	3	5	10	1
1	8	11	13	16
0	1	15	10	11
0	5	18	10	7
1	2	18	19	1
0	18	6	1	11
1	3	6	12	5
1	18	7	13	6
1	18	1	15	4
1	15	10	8	6
1	1	4	16	1
0	11	11	8	7
1	10	12	14	8
1	1	16	11	5
1	7	9	15	8
0	16	5	7	11
1	8	3	14	5
1	4	18	19	14
0	3	18	10	19
0	14	7	3	16
1	14	13	17	8
0	10	16	15	12
0	15	15	12	16
0	9	14	15	17
1	16	6	10	11
0	11	13	2	1
0	1	7	9	14
0	18	10	13	19
0	6	12	11	15
0	8	16	10	18
1	5	12	14	6
1	8	10	13	1
0	9	13	7	10
0	4	10	9	12
1	16	2	6	3
