Resp	V1	V2	A1	A2
0	8	14	15	14
0	5	10	2	14
1	4	1	17	3
1	1	17	9	6
0	1	5	4	10
1	8	8	4	5
1	9	17	13	7
0	14	7	3	17
0	6	2	16	17
1	12	3	16	1
0	4	18	9	16
0	10	2	18	18
0	15	13	1	14
0	13	16	1	18
0	16	12	10	14
1	6	10	4	11
1	16	13	14	2
1	8	2	13	4
0	3	16	3	14
0	10	2	1	16
0	14	6	16	15
0	11	14	9	18
0	8	3	13	17
0	9	6	4	17
0	5	2	3	11
1	14	5	16	8
1	8	11	12	7
0	1	9	15	19
1	10	1	19	6
1	7	5	11	4
1	6	10	15	6
1	8	16	7	2
0	5	6	6	18
0	9	17	10	18
0	7	11	4	17
0	8	1	18	14
1	8	10	18	12
1	12	16	11	10
1	12	5	4	9
0	14	13	1	11
0	13	12	5	13
0	16	16	12	13
0	6	2	5	13
1	11	16	17	12
0	16	6	14	15
0	7	18	2	15
0	15	12	5	10
0	7	15	15	16
0	3	5	10	16
1	13	6	8	12
0	16	3	2	13
0	13	3	5	17
0	4	11	2	18
0	2	14	10	16
0	10	1	4	17
0	11	3	18	15
1	12	2	9	1
0	13	1	2	17
1	10	6	19	3
0	16	5	6	12
0	13	18	5	9
1	14	1	9	6
0	18	6	5	15
1	2	9	19	3
1	12	11	2	4
0	7	11	15	18
0	18	9	11	15
1	17	13	6	3
1	10	16	12	3
0	18	18	7	11
1	10	16	17	6
0	7	1	15	16
1	6	3	1	4
0	3	2	9	12
1	11	11	18	12
1	13	4	11	8
0	5	18	7	8
1	18	10	7	6
0	2	13	11	15
1	3	6	6	3
1	3	14	12	6
0	5	9	1	17
0	6	12	9	18
1	13	12	2	6
1	9	5	19	7
1	17	8	11	8
0	5	17	13	10
0	2	10	1	15
1	12	9	18	2
1	15	9	12	5
0	17	3	12	11
0	8	8	7	9
0	18	9	13	18
0	15	3	10	17
1	15	6	19	3
1	7	9	16	10
1	4	15	19	7
1	1	7	17	7
0	9	15	9	15
0	15	1	6	1
0	7	15	1	19
0	7	4	4	6
0	2	12	6	17
1	10	14	13	13
0	9	16	4	12
1	5	5	9	8
0	6	5	10	9
1	5	5	8	2
0	3	4	4	13
