Resp	V1	V2	A1	A2
1	4	9	18	15
1	8	17	3	1
0	6	6	2	19
0	10	3	9	16
0	12	2	3	9
1	13	2	8	13
0	7	16	9	1
0	16	11	1	19
1	11	7	7	3
0	6	15	1	17
1	16	17	18	7
1	13	17	16	15
1	10	10	18	6
1	17	17	14	7
0	4	1	11	19
1	1	10	19	11
1	4	12	11	16
0	17	18	4	11
1	13	11	5	7
1	12	10	14	8
1	17	13	6	3
1	18	17	18	4
1	7	12	3	1
1	1	12	9	14
0	3	12	1	18
1	18	4	14	1
1	13	15	1	5
0	8	3	12	10
0	14	8	2	6
1	2	14	17	3
1	13	17	7	6
1	5	13	7	7
1	8	5	12	7
1	15	12	15	15
1	4	14	2	2
1	15	1	11	6
1	9	12	14	13
0	7	12	8	12
1	4	1	8	12
1	11	1	14	6
0	10	15	6	16
1	5	12	17	10
1	4	12	7	8
1	9	5	2	5
0	18	5	14	17
1	16	5	17	14
1	9	3	10	16
1	17	15	6	7
1	6	13	11	10
0	9	9	6	14
1	18	17	19	1
1	12	11	12	2
1	2	10	10	8
0	17	10	9	3
0	1	13	11	17
1	11	6	1	5
1	3	14	7	10
0	12	6	12	14
1	5	11	11	5
0	10	4	17	15
1	18	15	17	4
1	6	14	12	13
0	4	3	16	15
1	13	6	1	7
0	12	16	4	7
1	14	4	9	1
1	1	12	12	11
0	9	4	2	6
0	8	11	5	4
1	6	9	3	7
0	10	7	16	2
1	12	1	15	8
1	11	18	2	4
0	13	2	14	19
0	6	10	18	18
1	4	4	11	4
1	14	14	2	4
0	4	10	12	13
0	2	13	3	8
0	9	5	5	10
0	8	11	5	11
1	5	7	3	4
1	9	16	19	6
0	7	4	14	19
0	5	15	10	14
1	13	6	5	3
0	7	10	7	8
0	7	11	10	13
1	2	4	5	2
1	2	7	5	6
1	8	17	6	5
1	2	1	5	5
0	6	15	6	18
0	12	14	11	17
1	8	6	4	7
0	5	1	7	13
1	3	16	12	7
1	8	14	8	3
1	6	15	18	10
1	6	10	17	10
1	1	3	8	3
1	9	18	8	2
1	5	5	19	16
0	6	13	10	10
0	3	14	6	12
1	16	15	6	2
1	17	6	14	13
1	1	6	13	7
1	7	6	6	2
1	18	3	17	10
1	9	10	16	7
1	13	4	18	5
1	2	4	17	1
1	17	2	8	17
0	3	12	4	13
1	6	14	17	8
1	5	4	15	12
1	16	12	10	3
0	4	15	14	16
0	1	10	3	12
1	4	2	4	1
1	10	3	15	10
1	12	12	13	10
1	8	13	16	14
0	7	16	5	15
0	7	10	17	8
1	8	10	11	8
1	17	2	18	5
1	10	16	19	2
1	7	1	18	1
0	18	12	7	19
1	18	18	3	9
0	4	18	16	17
0	7	10	3	14
0	17	18	8	17
0	4	17	7	12
1	13	7	11	2
0	9	7	13	14
1	2	8	4	3
0	6	9	5	16
1	1	8	5	12
1	7	11	14	15
1	13	6	15	8
0	15	8	9	18
0	2	16	6	17
1	6	16	4	3
0	2	6	6	10
1	15	8	1	11
1	4	7	1	15
1	17	4	19	3
1	12	12	8	2
1	8	7	16	16
0	4	14	18	19
1	3	8	13	12
1	5	4	19	6
0	6	3	3	14
1	9	9	14	15
0	8	13	16	17
1	6	10	17	9
1	7	11	7	19
1	7	6	18	16
0	10	10	11	15
1	2	2	4	3
0	13	8	7	18
1	18	5	3	2
0	1	9	6	19
1	6	2	7	13
0	1	1	7	13
1	18	16	3	13
0	2	8	7	3
1	3	12	17	4
0	5	17	15	4
1	14	6	19	17
0	6	14	7	11
0	1	14	4	4
0	15	12	9	12
1	10	6	8	1
0	2	12	7	12
1	5	9	12	11
0	4	11	6	13
0	10	15	8	17
0	9	17	6	18
0	10	4	4	17
1	12	8	15	3
0	2	9	2	9
1	10	15	17	10
0	10	11	6	19
1	10	10	16	14
1	16	10	4	4
1	11	2	10	11
0	9	15	13	19
0	14	11	18	18
1	4	15	7	1
1	10	5	16	10
1	10	13	12	5
0	14	15	13	6
0	2	13	16	8
0	10	13	7	5
0	2	12	8	5
1	7	13	16	9
1	8	1	1	9
0	13	12	10	17
0	12	18	10	19
0	2	17	11	11
0	5	6	6	14
0	10	16	6	17
0	11	8	3	8
1	4	3	1	17
1	13	8	4	1
1	10	7	4	16
1	14	11	9	1
0	13	16	6	3
1	18	14	15	5
0	7	18	6	16
1	12	18	12	1
1	3	3	19	5
1	17	18	11	7
0	12	6	6	15
1	17	10	8	7
0	2	11	4	19
1	8	8	12	6
1	15	1	10	13
0	1	13	13	3
1	14	17	11	8
1	15	6	1	4
1	7	8	19	18
1	9	8	18	10
1	16	12	11	1
1	3	1	9	2
1	12	15	9	9
1	7	6	18	6
1	10	13	13	12
1	15	6	7	11
0	3	16	12	5
0	5	11	1	6
1	18	2	17	9
1	15	13	18	11
1	16	6	19	17
1	18	14	5	5
0	5	5	12	5
0	17	17	5	18
0	4	15	8	16
1	15	15	4	2
0	9	4	15	16
1	17	7	16	4
0	2	14	6	5
1	1	5	14	15
0	9	17	3	2
1	12	12	11	13
1	17	12	8	2
1	12	2	3	5
0	10	14	11	14
0	4	8	6	15
1	7	3	6	6
0	11	10	16	17
1	2	4	10	3
1	3	5	14	6
1	4	3	10	5
0	16	2	18	19
1	18	1	7	7
1	18	9	11	11
1	5	4	3	6
0	8	12	13	16
1	11	1	12	1
0	4	7	4	18
1	10	14	15	12
0	12	1	13	18
1	8	15	8	2
1	9	4	15	5
1	6	1	19	7
1	8	12	19	12
1	11	5	15	10
1	6	11	10	8
0	13	8	7	17
1	8	8	7	12
1	5	7	19	6
0	6	5	7	19
1	13	7	8	7
0	5	5	4	16
1	16	4	2	12
0	3	14	15	12
1	13	7	10	4
1	7	8	17	3
1	12	2	19	9
0	1	14	14	16
0	14	1	6	19
1	16	7	12	15
1	13	14	14	9
0	15	6	18	19
0	3	2	5	16
1	9	13	2	10
0	15	16	4	12
1	18	7	16	2
0	5	15	11	3
1	8	14	16	9
1	15	2	9	4
0	3	11	9	12
1	1	6	17	4
1	9	5	18	4
1	13	6	4	5
