Resp	V1	V2	A1	A2
0	9	8	16	4
0	17	8	18	4
1	11	15	13	12
1	18	10	8	10
0	16	13	16	4
0	14	5	9	3
1	8	17	8	6
1	13	11	15	18
0	4	4	14	13
1	10	13	7	6
1	4	18	9	13
0	17	10	2	15
1	8	6	7	5
0	8	12	18	3
0	7	10	15	15
1	12	16	6	19
1	1	15	3	12
1	5	12	16	16
1	1	18	6	11
0	8	4	1	9
0	3	7	18	5
1	9	15	11	3
1	1	16	1	6
1	4	9	15	10
0	3	7	19	4
0	12	8	14	6
0	17	11	19	5
0	13	12	17	12
0	11	4	8	1
0	14	7	19	17
0	3	3	19	6
1	6	18	5	14
1	1	8	16	15
1	9	18	11	12
1	1	11	19	2
0	8	5	3	14
1	11	14	11	18
0	16	1	6	3
0	17	6	5	5
0	10	7	8	7
1	18	18	11	9
0	17	11	12	10
1	4	5	16	16
1	17	17	16	18
0	18	15	17	9
0	16	8	19	18
0	9	3	10	1
0	16	12	16	3
1	17	17	11	17
1	3	7	1	12
1	5	18	15	13
0	17	5	10	8
0	16	10	10	4
1	7	4	14	18
0	14	2	7	16
1	4	15	1	1
1	14	14	4	6
1	5	7	6	13
1	7	12	4	5
0	15	7	7	18
1	6	16	2	12
1	5	14	4	6
1	3	13	14	5
1	3	14	1	7
1	14	13	8	13
0	7	5	7	6
0	10	4	13	18
1	14	16	10	3
1	4	18	16	12
1	1	7	19	15
1	8	7	1	18
1	8	13	9	8
0	11	1	8	10
0	17	3	18	7
0	8	12	17	6
1	8	15	18	19
1	5	14	7	11
1	3	12	18	8
1	1	11	9	10
0	12	3	5	3
1	13	17	1	19
1	3	9	8	11
1	7	17	1	15
0	12	5	8	3
0	12	2	18	1
0	3	4	3	5
1	16	18	8	14
0	14	1	2	15
1	8	10	17	7
0	18	11	13	14
0	3	10	6	9
0	5	10	19	2
0	6	11	13	11
1	6	1	15	17
1	10	18	16	17
1	14	17	2	13
0	3	3	3	5
1	2	17	9	6
0	15	4	8	3
0	11	1	19	2
1	11	13	2	18
0	17	3	5	18
1	2	6	2	7
0	10	12	16	3
1	7	18	12	16
0	2	10	2	9
1	16	17	8	4
1	7	17	1	13
1	3	8	9	16
1	11	17	11	16
0	8	2	9	9
1	10	17	3	14
0	15	13	11	3
1	13	12	15	19
0	13	1	2	18
0	8	1	15	15
0	18	3	3	8
0	15	1	10	18
0	8	16	16	5
0	6	3	4	4
1	5	15	14	19
0	13	9	9	6
1	10	16	3	10
1	7	14	14	14
1	10	18	1	2
0	10	6	19	15
0	15	3	6	18
1	8	7	10	19
1	4	18	2	13
1	9	13	7	17
0	13	6	11	18
0	6	5	16	19
0	6	7	11	5
0	4	9	7	6
1	9	5	16	7
0	11	2	1	1
1	9	17	3	3
1	7	14	12	8
1	6	13	3	4
0	15	7	14	17
1	5	2	18	19
0	12	9	16	1
1	4	14	7	15
0	15	11	19	3
0	6	2	15	4
0	14	11	1	8
0	12	2	8	4
0	7	1	11	16
0	2	4	15	1
0	14	4	1	7
1	6	7	2	16
1	4	9	4	3
0	16	7	14	2
1	7	13	13	5
1	2	2	3	9
0	4	4	19	6
1	8	5	1	14
1	6	9	7	1
0	13	11	14	15
0	9	7	3	16
0	5	12	19	6
1	7	1	18	17
0	17	1	1	6
1	9	16	5	4
