Resp	V1	V2	A1	A2
0	5	3	18	5
1	7	7	19	16
1	6	12	4	16
1	18	14	2	13
0	14	6	19	11
0	15	9	4	4
1	4	3	6	11
1	9	9	18	17
1	3	3	3	5
0	3	17	17	4
1	7	17	18	16
0	7	4	10	10
0	9	1	12	6
1	9	16	18	17
1	10	13	1	9
1	13	13	4	14
1	12	14	6	18
0	3	4	12	3
0	18	9	3	3
0	3	11	8	12
0	2	5	11	15
0	2	5	8	10
1	6	9	8	19
0	7	3	11	8
0	15	13	18	8
0	8	1	17	9
1	2	2	12	10
1	14	18	11	18
1	4	11	2	5
0	2	3	12	7
0	16	1	8	11
1	5	5	7	18
0	3	6	19	9
0	15	13	17	6
1	11	6	2	18
0	2	11	1	3
1	1	3	13	11
1	5	17	8	10
0	13	15	12	4
0	3	3	11	18
1	9	10	18	19
0	11	8	10	16
0	17	4	6	12
0	3	17	16	11
0	9	6	11	13
0	17	16	11	6
0	17	2	19	13
0	17	7	11	16
0	16	12	14	6
0	13	10	19	18
1	10	4	1	7
0	13	3	10	5
1	6	4	18	14
0	15	2	13	4
1	3	2	9	19
0	16	4	8	4
1	3	3	3	14
0	12	18	7	3
0	3	5	19	2
1	17	13	4	7
0	4	6	6	3
1	17	8	10	17
0	2	6	17	8
0	18	15	1	4
0	14	13	16	17
1	9	14	2	5
0	1	3	9	12
0	16	3	12	12
0	11	4	9	16
0	1	1	15	5
1	9	5	2	12
0	5	1	8	5
1	6	12	8	11
0	15	1	18	8
0	4	11	12	8
1	11	14	11	11
0	13	8	14	6
0	2	14	19	4
0	8	10	5	5
1	5	15	6	15
0	5	10	6	12
1	1	1	4	18
1	1	9	12	17
1	15	11	3	8
1	1	2	17	17
1	6	8	17	14
1	13	11	1	9
1	2	12	16	17
0	12	12	12	7
0	8	7	15	10
1	5	1	2	17
1	5	14	6	14
0	6	14	13	1
0	18	1	19	6
1	10	6	9	11
1	2	17	10	16
0	7	10	14	18
1	6	10	4	8
0	11	7	19	11
0	14	10	2	19
0	12	13	6	13
1	10	8	1	1
0	12	9	11	6
0	9	17	17	3
1	4	16	1	11
1	1	4	2	15
1	13	18	6	14
0	8	1	8	16
0	4	18	13	10
0	6	17	10	12
1	12	6	13	19
1	16	10	13	14
1	17	9	1	18
0	10	4	11	17
1	18	8	12	19
0	3	11	9	1
1	2	4	11	13
0	5	13	13	3
1	5	6	5	18
0	2	6	10	12
1	12	2	6	12
0	15	11	18	5
1	11	8	18	17
1	18	8	12	17
0	1	4	9	3
1	16	1	4	16
0	1	12	11	16
0	15	15	18	14
0	14	13	16	19
1	2	14	7	19
1	17	10	12	16
0	13	6	16	12
0	4	7	18	4
0	1	3	13	8
0	10	2	7	7
0	12	11	6	2
0	3	7	19	11
1	6	14	9	17
0	8	7	19	5
0	15	13	2	1
0	4	14	12	11
0	4	18	14	12
1	17	12	4	8
0	16	18	8	8
0	13	18	14	14
0	4	10	16	11
0	14	18	18	5
0	8	5	13	12
0	12	11	11	12
0	6	11	10	10
0	17	13	13	10
0	14	10	1	2
0	13	10	4	2
1	17	10	4	8
0	16	6	18	2
1	3	13	12	17
0	12	10	18	14
1	1	10	14	15
1	15	15	2	10
1	17	2	15	16
0	8	14	10	13
0	4	5	9	4
1	16	2	1	9
0	1	12	19	3
0	2	11	16	10
1	4	13	2	13
0	10	11	6	11
0	2	10	11	9
1	18	11	7	16
1	3	2	16	17
0	16	12	9	1
1	5	2	3	15
1	3	7	7	12
0	2	15	2	1
1	16	5	8	17
0	16	11	14	3
1	2	2	11	3
0	10	12	1	1
0	13	3	12	14
0	9	9	12	14
1	14	12	5	18
1	8	13	8	19
0	9	5	5	2
0	7	1	13	12
1	3	13	11	17
1	8	15	4	14
0	6	6	19	2
1	12	16	1	15
1	10	11	4	10
1	1	16	8	18
1	10	16	4	18
0	10	7	14	5
0	13	16	2	2
1	13	3	14	11
1	2	9	4	18
1	9	15	18	11
1	1	16	3	8
1	10	6	6	14
1	11	4	12	15
0	7	6	18	7
0	8	18	19	1
1	1	16	6	4
0	3	9	15	13
0	18	13	11	16
0	3	2	15	12
0	11	4	7	9
0	8	2	16	5
1	3	5	5	15
0	16	10	16	10
0	11	17	9	2
1	13	2	10	19
0	11	8	6	5
1	6	11	5	19
0	18	17	18	14
1	7	2	9	17
0	5	13	17	3
1	10	18	6	14
0	1	9	8	13
0	13	18	11	3
0	5	15	7	5
0	15	16	19	3
0	8	8	18	7
0	5	7	15	7
0	9	7	19	16
0	17	14	13	8
0	12	1	10	8
1	5	1	12	18
1	7	17	7	16
0	3	10	19	4
0	17	14	15	1
0	16	14	15	9
1	5	3	1	16
0	17	3	13	7
1	6	16	17	15
0	11	11	16	12
0	18	14	14	16
1	1	14	13	12
1	2	16	13	18
0	3	9	15	1
0	3	7	16	2
0	7	1	14	2
1	11	7	1	8
1	1	18	4	7
1	2	5	10	12
0	11	16	19	5
0	4	12	12	6
1	5	18	15	14
0	8	18	11	15
0	3	2	11	16
0	16	12	15	10
1	4	14	6	9
0	12	3	4	11
0	3	13	10	3
0	18	17	15	2
1	17	12	2	17
1	10	18	2	1
0	15	1	3	6
1	1	7	1	8
0	1	12	13	9
0	2	17	12	1
1	2	9	18	15
0	6	1	5	13
1	1	14	17	16
0	3	15	16	14
0	5	15	15	2
0	15	4	18	10
0	5	8	11	11
0	15	13	14	9
0	5	8	19	12
0	5	15	11	10
0	16	4	13	3
0	16	10	14	6
0	2	17	9	6
1	10	13	11	19
0	5	9	11	4
1	6	17	14	10
0	18	14	10	2
0	9	5	15	14
0	3	12	16	7
1	10	13	11	12
0	5	15	19	17
0	5	1	2	7
1	3	4	8	15
1	9	11	5	12
1	13	2	16	18
1	6	6	15	19
0	10	16	12	10
1	5	2	12	19
0	18	10	15	5
0	8	13	5	5
0	15	13	17	10
1	2	18	3	11
0	11	4	9	2
1	18	16	19	19
0	17	13	5	9
1	6	12	13	18
1	1	3	1	12
1	9	14	12	19
1	8	16	1	9
1	3	11	1	11
