Resp	V1	V2	A1	A2
0	9	6	14	3
1	5	5	16	7
1	13	16	13	18
0	13	11	6	3
0	18	10	9	4
1	2	1	13	13
0	1	8	18	19
1	12	9	12	6
1	2	5	7	19
0	16	12	18	12
0	12	13	19	11
1	15	2	8	15
0	3	12	16	2
1	2	12	19	19
1	3	12	9	15
0	16	6	5	17
1	3	9	16	12
1	7	13	5	8
0	1	2	14	1
0	6	7	18	7
1	2	10	18	12
1	16	16	12	13
0	16	3	19	18
0	12	2	1	5
0	6	4	6	18
0	5	4	18	5
1	2	17	2	6
1	9	14	7	1
0	13	3	15	6
1	4	18	11	7
0	12	11	8	1
1	15	15	5	16
0	5	3	17	2
0	18	2	16	19
0	17	5	5	13
1	8	12	6	12
1	5	11	18	8
0	18	13	18	15
1	11	16	19	11
0	12	14	8	13
0	6	1	10	17
1	9	10	19	16
0	12	14	9	3
1	16	8	5	17
1	1	8	11	9
1	3	18	5	8
0	11	5	14	4
1	3	16	12	3
0	18	5	11	14
0	15	11	3	10
1	3	5	12	11
0	13	4	15	1
0	18	1	2	8
1	18	16	5	19
0	8	1	10	16
1	1	17	16	8
1	5	9	14	14
1	13	7	3	9
1	8	6	3	14
1	15	4	3	18
1	1	16	4	19
0	15	2	8	10
1	4	17	14	18
1	2	17	15	15
0	13	11	8	3
0	11	9	15	14
0	10	1	9	12
1	4	15	15	13
1	1	1	17	7
1	1	17	1	1
1	5	16	18	19
0	11	6	16	5
1	10	15	12	6
1	11	18	11	13
1	3	15	8	8
0	6	5	18	18
1	6	14	18	3
1	14	11	3	15
0	14	9	12	14
1	1	15	1	13
0	5	3	15	14
0	2	3	7	1
1	14	17	19	15
0	2	4	8	10
1	15	14	11	6
1	12	15	17	9
0	11	2	6	9
0	13	1	8	16
0	11	10	7	11
1	13	17	18	14
1	12	17	2	15
1	9	18	5	5
1	10	15	3	13
0	17	15	10	1
0	12	1	4	5
1	4	3	11	13
0	3	2	8	3
0	7	9	8	8
1	10	12	6	2
0	10	15	19	9
0	1	3	14	5
1	4	14	10	13
1	6	8	12	14
0	12	10	1	6
0	12	6	4	11
1	1	7	6	13
0	17	5	1	3
1	1	4	9	19
0	8	1	14	15
1	12	16	12	10
1	1	16	13	15
1	16	17	16	3
1	7	8	17	18
1	5	15	6	10
1	7	2	7	19
0	16	10	9	9
0	18	13	15	16
0	6	7	18	16
1	6	2	11	19
1	14	15	13	2
1	5	11	6	6
0	14	5	19	19
0	2	13	9	9
0	2	13	19	16
1	6	18	2	16
0	11	8	18	14
0	1	10	18	1
1	9	2	9	10
0	11	4	18	3
1	10	1	13	9
1	13	8	14	4
0	8	9	18	5
1	6	12	17	19
0	5	6	17	16
0	1	5	13	17
0	2	10	8	15
1	9	15	4	12
0	16	10	11	3
1	17	16	6	19
0	11	1	7	6
1	12	12	14	13
0	5	12	10	3
1	9	12	14	15
1	10	18	11	9
0	1	10	17	11
0	9	8	19	7
0	3	9	6	4
1	14	15	9	8
0	18	10	15	18
0	13	10	16	9
0	6	9	3	4
0	8	6	18	9
1	2	1	6	11
0	15	9	15	16
0	11	3	16	7
0	16	5	5	3
1	4	11	14	7
1	9	18	3	11
1	10	10	1	15
1	4	4	16	11
0	6	2	13	6
1	6	12	9	3
0	13	13	8	2
1	11	14	8	14
0	13	9	15	3
0	2	17	17	15
0	15	11	4	16
0	5	4	13	13
1	9	7	3	8
1	5	10	5	19
1	5	5	4	5
1	8	17	6	16
1	8	14	2	15
